wmc,noc,cbo,rfc,ce,npm,loc,moa,cam,ic,cbm,max_cc,avg_cc,bug
37,1,34,97,32,32,628,3,0.108974359,0,0,5,1.2432,0
5,0,11,31,10,3,125,1,0.37777777799999995,1,2,3,1.0,1
3,0,2,6,1,3,17,0,0.7777777779999999,0,0,0,0.0,0
10,0,0,22,0,9,66,0,0.25,0,0,2,1.0,0
7,0,2,13,1,7,108,1,0.571428571,0,0,3,2.0,0
3,0,3,9,2,3,31,0,0.5,0,0,1,0.6667,0
2,0,4,4,2,2,8,0,0.75,0,0,1,0.5,0
21,1,15,52,14,12,292,1,0.2,1,2,3,1.0,0
2,0,4,4,3,2,9,0,1.0,0,0,1,0.5,0
12,0,14,24,7,10,91,1,0.226190476,1,5,2,1.0833,3
6,0,4,15,4,4,71,0,0.375,1,1,2,1.0,0
1,0,7,1,1,1,1,0,1.0,0,0,1,1.0,0
1,0,0,2,0,0,12,0,1.0,0,0,0,0.0,0
24,0,18,56,15,20,280,2,0.244047619,1,2,4,1.0417,3
8,0,12,29,12,5,107,1,0.314285714,1,1,2,0.875,0
0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
5,4,11,11,7,1,33,0,0.44,0,0,1,0.2,0
6,0,7,34,7,2,137,0,0.41666666700000005,0,0,2,1.0,0
7,0,3,12,2,7,59,1,0.5,0,0,1,0.8571,0
5,0,19,54,18,3,274,0,0.5,0,0,1,0.6,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,18,37,18,3,157,0,0.583333333,0,0,5,2.0,0
7,0,5,9,5,6,44,0,0.857142857,0,0,1,0.8571,0
5,0,6,9,6,4,36,0,0.4,1,1,1,0.8,0
4,0,3,7,1,2,111,9,0.444444444,1,1,1,0.5,0
26,0,16,53,15,24,182,1,0.158119658,0,0,2,1.0,0
47,1,20,75,16,39,529,3,0.232269504,1,1,7,1.2128,4
5,0,4,10,4,4,36,0,0.36,1,2,1,0.6,0
3,0,4,10,3,3,34,1,0.5555555560000001,0,0,1,0.6667,0
10,2,10,26,8,8,108,0,0.257142857,0,0,2,1.0,1
7,0,2,12,0,7,47,0,0.47619047600000003,0,0,1,0.7143,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,4,10,3,3,37,0,0.5,0,0,1,0.6667,0
5,1,5,8,2,4,29,0,0.583333333,0,0,1,0.6,0
2,0,4,10,4,2,27,0,0.666666667,0,0,1,0.5,0
26,0,17,54,16,25,279,2,0.13636363599999998,0,0,3,1.1154,2
1,0,5,1,2,1,1,0,1.0,0,0,1,1.0,0
4,5,8,11,3,3,38,0,0.5,0,0,2,1.0,2
2,0,5,5,4,1,23,0,0.5,0,0,3,1.5,0
6,0,6,13,5,6,58,0,0.5,0,0,2,0.8333,0
2,0,4,9,4,1,68,0,0.5,0,0,8,4.0,0
7,2,11,31,9,1,163,0,0.6,0,0,5,2.4286,0
7,0,12,28,12,2,227,1,0.333333333,1,1,3,1.0,0
2,0,22,2,2,2,2,0,1.0,0,0,1,1.0,0
1,0,4,1,1,1,1,0,1.0,0,0,1,1.0,0
2,0,4,2,0,2,2,0,1.0,0,0,1,1.0,0
2,0,2,3,1,2,10,0,0.75,0,0,0,0.0,1
4,0,7,17,6,4,39,0,0.625,0,0,1,0.75,0
24,6,27,55,14,20,207,1,0.128472222,1,3,2,0.9583,7
3,0,8,9,8,2,44,3,0.4,0,0,2,1.0,0
47,0,7,81,3,45,700,0,0.183510638,0,0,9,1.4468,0
3,0,4,9,3,3,47,0,0.5,0,0,2,1.0,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
20,0,18,86,4,12,739,0,0.276315789,0,0,11,2.5,1
2,0,4,7,2,2,25,1,0.666666667,0,0,1,0.5,0
