wmc,dit,cbo,rfc,ca,ce,npm,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,5,14,25,1,13,3,160,0.957446809,0.5555555560000001,2,4,38.25,1,0.5,0
6,5,31,42,0,31,2,175,0.857142857,0.6,2,4,27.5,1,0.6667,0
6,5,30,38,0,30,2,210,0.833333333,0.6,3,4,33.0,1,0.6667,0
4,6,27,42,1,26,3,259,0.935483871,0.5555555560000001,3,3,62.75,1,0.5,1
2,4,8,6,0,8,2,19,0.9285714290000001,0.625,1,1,8.5,1,0.5,0
3,4,25,50,0,25,2,1593,0.9285714290000001,0.625,1,1,528.3333333,1,0.3333,1
2,2,10,13,0,10,2,64,0.8,0.666666667,1,1,30.0,3,1.5,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
5,4,1,10,0,1,3,48,0.9272727270000001,1.0,1,3,8.2,2,1.2,3
7,8,19,26,0,19,2,97,0.8611111109999999,0.5555555560000001,5,7,12.42857143,1,0.7143,0
2,3,12,26,0,12,2,263,0.947368421,0.5625,0,0,130.0,1,0.5,0
6,5,20,29,0,20,3,121,0.833333333,0.36,3,4,18.33333333,3,1.0,0
2,4,11,9,0,11,2,32,0.9722222220000001,0.666666667,2,2,15.0,1,0.5,2
0,1,1,0,1,0,0,4,0.0,0.0,0,0,0.0,0,0.0,2
31,1,89,95,54,36,26,1017,0.0,0.154901961,0,0,31.58064516,7,2.2903,0
2,3,23,18,0,23,2,84,0.857142857,0.625,1,1,40.0,1,0.5,1
2,4,16,14,0,16,2,95,0.9285714290000001,0.625,1,1,45.0,1,0.5,0
7,1,21,56,5,16,3,565,0.0,0.46666666700000003,0,0,79.42857143,26,11.1429,0
2,3,14,20,0,14,2,93,0.857142857,0.625,2,2,45.5,9,4.5,3
2,3,6,6,0,6,2,19,0.857142857,0.625,1,1,8.5,1,0.5,0
2,3,29,24,0,29,2,82,0.857142857,0.583333333,1,1,40.0,1,0.5,1
6,5,10,15,0,10,2,49,0.833333333,0.46666666700000003,3,3,6.666666667,1,0.6667,0
2,3,28,25,0,28,2,104,0.857142857,0.625,1,1,50.5,1,0.5,2
2,4,16,13,0,16,2,46,0.9285714290000001,0.625,1,1,22.0,1,0.5,0
3,3,17,8,6,11,3,35,0.833333333,0.47619047600000003,1,1,10.66666667,2,1.0,0
2,3,10,13,0,10,2,45,0.857142857,0.625,1,1,21.0,1,0.5,0
4,5,19,26,2,17,3,117,0.957446809,0.5555555560000001,2,4,27.5,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
2,3,16,20,0,16,2,101,0.857142857,0.625,1,1,48.5,1,0.5,1
3,1,5,6,1,4,3,24,0.0,0.583333333,0,0,6.666666667,1,0.6667,0
2,3,16,18,0,16,2,65,0.857142857,0.625,1,1,31.0,3,1.5,2
2,2,8,12,0,8,2,58,0.8,0.666666667,1,1,28.0,1,0.5,1
2,3,13,11,0,13,2,38,0.857142857,0.625,1,1,18.0,2,1.0,1
2,4,14,19,0,14,2,60,0.9722222220000001,0.666666667,2,2,29.0,1,0.5,1
2,2,10,13,0,10,2,64,0.8,0.666666667,1,1,30.0,3,1.5,0
5,5,10,14,0,10,2,46,0.875,0.5,2,3,7.6,1,0.6,0
4,1,24,4,20,4,4,4,0.0,0.85,0,0,0.0,1,1.0,0
2,3,9,9,0,9,2,30,0.857142857,0.625,1,1,14.0,2,1.0,1
2,3,13,19,0,13,2,86,0.857142857,0.625,1,1,41.0,1,0.5,0
5,8,16,17,4,12,4,64,0.916666667,0.75,4,4,11.2,3,1.2,0
4,5,30,41,2,28,3,217,0.957446809,0.5555555560000001,2,4,52.0,1,0.5,1
2,3,8,15,0,8,2,80,0.857142857,0.666666667,2,2,37.0,6,3.0,0
2,3,27,38,0,27,2,169,0.857142857,0.625,1,1,82.0,1,0.5,2
2,3,8,6,0,8,2,21,0.857142857,0.625,1,1,9.5,2,1.0,1
2,3,16,16,0,16,2,139,0.857142857,0.625,1,1,66.5,8,4.0,0
7,5,25,29,0,25,3,137,0.8,0.4,3,5,17.85714286,3,1.0,0
2,4,26,27,0,26,2,100,0.9285714290000001,0.625,1,1,48.5,1,0.5,1
3,2,15,18,0,15,2,94,0.8,0.666666667,1,1,29.0,1,0.3333,2
2,3,18,24,0,18,2,132,0.857142857,0.625,1,1,63.0,8,4.0,2
8,5,30,70,2,28,5,687,0.793103448,0.35714285700000004,2,2,84.125,2,1.0,1
2,4,23,33,0,23,2,214,0.8888888890000001,0.6,1,1,105.5,12,6.0,3
3,1,33,116,0,33,2,507,0.0,0.75,0,0,166.66666669999998,18,6.0,3
3,6,3,8,1,2,2,29,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,3,11,21,0,11,2,86,0.857142857,0.625,1,1,42.0,4,2.0,1
0,1,21,0,21,0,0,90,0.0,0.0,0,0,0.0,0,0.0,3
2,4,12,12,0,12,2,62,0.9285714290000001,0.625,1,1,29.0,1,0.5,0
2,3,7,4,0,7,2,10,0.857142857,0.625,1,1,4.0,1,0.5,0
6,5,22,46,0,22,3,268,0.918367347,0.4,1,1,42.33333333,3,1.5,0
2,3,9,16,0,9,2,73,0.857142857,0.625,1,1,35.0,1,0.5,1
2,4,26,25,0,26,2,110,0.9285714290000001,0.625,1,1,53.5,1,0.5,0
2,1,14,11,6,8,2,29,0.0,0.625,0,0,13.5,1,0.5,0
0,1,1,0,1,0,0,2,0.0,0.0,0,0,0.0,0,0.0,0
5,5,10,14,0,10,2,46,0.875,0.5,2,3,7.6,1,0.6,0
5,5,10,15,0,10,2,52,0.875,0.5,2,3,8.8,1,0.6,0
2,3,32,26,0,32,2,189,0.857142857,0.625,1,1,91.5,1,0.5,1
2,4,5,9,0,5,2,25,0.9285714290000001,0.625,1,1,11.5,3,1.5,0
2,5,1,3,0,1,1,7,0.9736842109999999,1.0,1,1,2.5,1,0.5,0
7,5,27,32,0,27,3,177,0.8,0.4,3,5,23.57142857,1,0.7143,1
2,3,41,45,0,41,2,370,0.857142857,0.625,2,2,182.5,1,0.5,1
2,3,25,27,0,25,2,126,0.857142857,0.625,1,1,61.0,9,4.5,5
17,1,166,21,163,3,17,178,0.0,0.24705882399999998,0,0,8.705882353,3,1.0588,0
2,4,33,30,0,33,2,149,0.9285714290000001,0.625,1,1,71.5,1,0.5,1
4,5,6,10,0,6,1,29,0.933333333,0.625,2,2,6.0,1,0.75,0
5,3,12,32,0,12,1,332,0.9347826090000001,0.5,2,4,63.8,3,1.0,2
2,4,10,7,0,10,2,17,0.8888888890000001,0.6,1,1,7.5,1,0.5,0
2,1,19,13,10,9,2,81,0.0,0.583333333,0,0,38.0,1,0.5,0
41,1,509,122,474,36,35,1382,0.0,0.185294118,0,0,32.58536585,43,2.2439,1
4,5,2,9,0,2,3,32,0.935483871,1.0,1,1,6.25,1,0.5,0
2,2,10,11,0,10,2,42,0.8,0.666666667,1,1,19.5,1,0.5,1
5,5,5,9,0,5,1,27,0.918367347,0.7,2,2,4.4,1,0.8,0
0,1,0,0,0,0,0,14,0.0,0.0,0,0,0.0,0,0.0,2
2,3,5,8,0,5,2,22,0.857142857,0.625,1,1,10.0,1,0.5,0
2,4,3,3,2,1,1,10,0.980392157,0.75,2,2,4.0,1,0.5,0
2,4,14,15,0,14,2,62,0.9285714290000001,0.625,1,1,29.5,1,0.5,1
5,5,21,30,3,18,4,122,0.9375,0.583333333,2,4,22.6,1,0.6,0
2,4,7,10,0,7,2,46,0.8888888890000001,0.6,1,1,22.0,2,1.0,1
6,5,14,29,0,14,3,115,0.916666667,0.433333333,1,2,17.5,3,1.1667,0
6,1,21,32,1,20,5,134,0.0,0.72,0,0,21.0,1,0.6667,0
2,5,33,32,0,33,2,143,0.9375,0.6,1,1,70.0,1,0.5,0
2,4,23,23,0,23,2,81,0.9285714290000001,0.625,1,1,39.0,1,0.5,0
6,7,19,23,0,19,1,99,0.8918918920000001,0.666666667,4,5,15.0,1,0.6667,0
2,3,23,30,0,23,2,138,0.857142857,0.625,1,1,67.5,5,2.5,1
8,4,21,34,0,21,3,189,0.76,0.37142857100000004,2,4,21.875,3,1.0,0
5,5,6,11,0,6,1,37,0.913043478,0.7,2,3,6.4,1,0.8,0
2,4,11,9,0,11,2,39,0.8888888890000001,0.6,1,1,18.5,3,1.5,1
2,3,31,34,0,31,2,176,0.857142857,0.625,1,1,85.0,9,4.5,2
3,5,1,4,0,1,1,10,0.9259259259999999,1.0,1,1,2.333333333,1,0.6667,0
2,3,18,19,0,18,2,104,0.857142857,0.625,2,2,51.0,9,4.5,1
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
6,4,32,36,0,32,2,189,0.826086957,0.6,2,4,29.66666667,1,0.6667,0
2,4,6,6,0,6,2,16,0.9722222220000001,0.666666667,2,2,7.0,1,0.5,0
4,5,1,9,0,1,4,45,0.9464285709999999,1.0,1,3,9.75,2,1.25,3
2,3,11,12,0,11,2,32,0.857142857,0.625,1,1,15.0,1,0.5,0
7,5,18,26,0,18,2,135,0.8,0.666666667,3,4,17.57142857,1,0.7143,0
3,2,460,5,452,8,3,16,0.666666667,0.666666667,1,1,4.333333333,1,0.6667,0
2,3,11,20,0,11,2,73,0.857142857,0.625,1,1,35.5,4,2.0,0
3,5,4,8,2,2,2,29,0.9655172409999999,1.0,3,3,7.666666667,1,0.3333,0
2,3,7,10,0,7,2,38,0.857142857,0.625,1,1,18.0,3,1.5,1
5,5,28,37,0,28,3,225,0.916666667,0.333333333,2,2,43.4,3,1.2,1
2,4,18,16,0,18,2,112,0.9285714290000001,0.625,1,1,53.5,1,0.5,0
6,5,16,21,0,16,2,93,0.857142857,0.6,3,5,13.83333333,1,0.6667,0
4,2,13,9,8,5,1,20,0.571428571,0.55,1,2,4.0,1,0.75,0
2,4,16,15,0,16,2,56,0.9285714290000001,0.625,1,1,26.5,2,1.0,0
2,3,26,26,0,26,2,118,0.857142857,0.625,1,1,58.0,1,0.5,0
2,3,6,6,0,6,2,17,0.857142857,0.625,1,1,7.5,1,0.5,0
2,3,14,21,0,14,2,69,0.857142857,0.625,1,1,33.0,3,1.5,0
2,2,14,17,0,14,2,77,0.8,0.666666667,1,1,36.5,1,0.5,0
5,5,21,37,2,19,4,166,0.9,0.666666667,2,2,31.6,1,0.6,0
6,5,24,28,0,24,2,101,0.833333333,0.6,3,4,15.33333333,1,0.6667,1
6,5,17,26,0,17,2,107,0.833333333,0.6,3,4,16.16666667,1,0.6667,0
4,5,24,29,2,22,3,229,0.957446809,0.5555555560000001,2,4,55.0,1,0.5,0
2,1,14,10,8,6,2,27,0.0,0.625,0,0,12.5,1,0.5,0
2,4,7,6,0,7,2,16,0.9285714290000001,0.625,1,1,7.0,1,0.5,0
7,4,14,25,0,14,2,112,0.791666667,0.666666667,2,4,14.42857143,1,0.7143,0
7,5,25,29,0,25,3,137,0.8,0.4,3,5,17.85714286,3,1.0,0
2,3,14,14,0,14,2,38,0.857142857,0.625,1,1,18.0,1,0.5,0
6,5,24,37,2,22,4,208,0.851851852,0.4,2,2,32.83333333,2,0.8333,0
3,4,25,35,0,25,2,193,0.9285714290000001,0.625,1,1,61.66666667,1,0.3333,1
5,5,28,38,2,26,4,301,0.9,0.666666667,2,2,58.2,1,0.6,0
2,3,13,13,0,13,2,84,0.857142857,0.625,1,1,39.5,4,2.0,0
4,5,11,15,1,10,3,57,0.957446809,0.5,2,4,12.5,1,0.5,0
6,7,10,14,1,9,4,46,0.8857142859999999,0.7,5,5,6.166666667,1,0.6667,0
2,3,29,52,0,29,2,308,0.857142857,0.625,2,2,151.5,1,0.5,2
2,3,31,29,0,31,2,133,0.857142857,0.625,1,1,64.5,10,5.0,5
8,5,24,36,4,20,5,172,0.882352941,0.535714286,2,7,20.125,1,0.75,0
4,5,10,13,1,9,3,52,0.9285714290000001,0.5555555560000001,2,2,11.25,1,0.5,0
3,5,4,8,2,2,2,29,0.962962963,1.0,2,2,7.666666667,1,0.3333,0
8,8,17,28,0,17,3,100,0.837837838,0.37142857100000004,6,8,11.125,4,1.125,0
4,6,10,14,0,10,1,49,0.9259259259999999,0.5555555560000001,2,2,10.5,1,0.5,0
5,5,21,33,1,20,4,160,0.8888888890000001,0.666666667,2,2,30.4,1,0.6,0
2,4,15,20,0,15,2,93,0.9285714290000001,0.625,1,1,44.5,1,0.5,0
7,5,27,32,0,27,3,173,0.8,0.4,3,5,23.0,1,0.7143,1
6,5,16,21,0,16,2,93,0.857142857,0.6,3,5,13.83333333,1,0.6667,0
2,4,17,21,0,17,2,79,0.9285714290000001,0.625,1,1,38.0,1,0.5,2
1,1,5,1,3,2,1,1,0.0,1.0,0,0,0.0,1,1.0,0
2,4,29,34,0,29,2,157,0.9285714290000001,0.625,1,1,75.0,1,0.5,0
3,6,43,45,2,41,2,325,0.967741935,0.666666667,0,0,106.66666670000001,4,1.3333,0
5,7,11,11,5,6,2,36,0.9117647059999999,0.5,5,6,5.6,1,0.6,0
2,4,16,15,0,16,2,107,0.9285714290000001,0.625,1,1,50.5,1,0.5,0
7,5,23,32,0,23,3,124,0.8,0.611111111,3,4,16.14285714,2,0.8571,0
6,5,20,24,1,19,2,92,0.833333333,0.6,3,4,13.83333333,1,0.6667,0
2,3,7,9,0,7,2,32,0.857142857,0.625,1,1,15.0,3,1.5,1
2,3,14,19,0,14,2,78,0.857142857,0.625,1,1,37.5,4,2.0,0
2,3,35,32,0,35,2,175,0.857142857,0.625,1,1,85.0,1,0.5,2
6,4,15,19,0,15,2,69,0.826086957,0.6,2,4,10.0,1,0.6667,0
0,1,1,0,1,0,0,5,0.0,0.0,0,0,0.0,0,0.0,0
2,3,10,9,0,10,2,29,0.857142857,0.625,1,1,13.5,3,1.5,1
28,1,171,92,147,24,25,949,0.0,0.216049383,0,0,32.60714286,7,2.6786,1
10,1,7,36,1,6,9,180,0.0,0.311111111,0,0,16.3,5,1.4,0
2,3,18,25,0,18,2,113,0.857142857,0.625,1,1,54.5,5,2.5,1
2,3,8,8,0,8,2,25,0.857142857,0.625,1,1,11.5,1,0.5,0
5,3,9,23,0,9,1,251,0.9347826090000001,0.5,1,2,47.8,1,0.6,1
2,3,14,19,0,14,2,88,0.857142857,0.625,1,1,42.5,10,5.0,1
2,4,28,28,0,28,2,322,0.9285714290000001,0.625,1,1,157.5,1,0.5,1
2,1,16,25,1,15,1,83,0.0,0.5,0,0,40.0,1,0.5,0
2,3,18,19,0,18,2,105,0.857142857,0.625,1,1,50.0,1,0.5,0
2,3,19,9,0,19,2,53,0.857142857,0.583333333,1,1,25.5,1,0.5,1
5,5,14,26,2,12,4,112,0.9375,0.5625,2,4,20.8,1,0.6,0
6,5,13,18,0,13,3,70,0.833333333,0.36,3,4,10.0,2,0.8333,0
2,3,6,6,0,6,2,20,0.857142857,0.625,1,1,9.0,1,0.5,0
2,3,10,19,0,10,2,65,0.857142857,0.625,1,1,31.5,2,1.0,0
2,3,13,17,0,13,2,96,0.857142857,0.625,1,1,45.5,4,2.0,1
2,4,24,35,0,24,2,205,0.9722222220000001,0.666666667,3,3,100.0,8,4.0,0
2,3,10,15,0,10,2,74,0.857142857,0.625,1,1,35.0,4,2.0,1
7,5,26,28,0,26,3,103,0.8,0.4,3,5,13.28571429,1,0.7143,1
4,5,18,40,1,17,3,147,0.957446809,0.5555555560000001,2,4,35.0,1,0.5,0
2,3,17,18,0,17,2,71,0.857142857,0.625,2,2,34.0,1,0.5,2
4,5,4,6,0,4,1,14,0.9375,0.625,1,1,2.5,1,0.75,1
2,4,19,20,0,19,2,171,0.9285714290000001,0.625,1,1,82.0,11,5.5,0
2,3,22,22,0,22,2,77,0.857142857,0.625,1,1,37.0,3,1.5,1
3,1,32,109,1,31,1,746,0.0,0.5,0,0,246.33333330000002,1,0.3333,0
2,2,10,9,0,10,2,57,0.8,0.666666667,1,1,27.5,1,0.5,1
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
9,1,5,9,4,1,9,9,0.0,1.0,0,0,0.0,1,1.0,0
6,5,21,38,0,21,1,173,0.893617021,0.708333333,2,3,27.33333333,6,2.3333,0
2,3,6,6,0,6,2,17,0.857142857,0.625,1,1,7.5,1,0.5,0
2,3,7,10,0,7,2,35,0.857142857,0.666666667,1,1,16.5,2,1.0,1
0,1,1,0,1,0,0,9,0.0,0.0,0,0,0.0,0,0.0,0
2,4,12,12,0,12,2,83,0.9722222220000001,0.666666667,2,2,39.0,1,0.5,0
3,4,26,71,0,26,3,1005,0.8666666670000001,0.533333333,1,1,333.6666667,8,3.0,2
2,4,12,10,0,12,2,35,0.9285714290000001,0.625,1,1,16.0,1,0.5,0
2,4,19,16,0,19,2,87,0.9285714290000001,0.625,1,1,42.0,1,0.5,0
2,3,11,10,0,11,2,36,0.857142857,0.625,1,1,17.0,2,1.0,1
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
2,1,12,15,1,11,2,47,0.0,0.625,0,0,22.5,1,0.5,0
2,3,13,16,0,13,2,95,0.857142857,0.625,1,1,45.0,7,3.5,1
4,5,8,17,0,8,2,179,0.957446809,0.444444444,1,1,42.0,1,0.5,0
5,1,27,26,1,26,5,129,0.0,0.72,0,0,24.8,1,0.8,0
7,1,11,25,3,8,7,258,0.0,0.35714285700000004,0,0,35.0,1,0.8571,0
2,1,10,5,5,5,2,11,0.0,0.625,0,0,4.5,1,0.5,0
6,5,16,21,0,16,2,93,0.857142857,0.6,3,5,13.83333333,1,0.6667,0
4,5,2,9,0,2,2,37,0.92,1.0,2,2,7.5,1,0.5,0
2,4,21,33,0,21,2,207,0.9722222220000001,0.666666667,3,3,101.0,7,3.5,0
2,3,16,17,0,16,2,89,0.857142857,0.625,1,1,43.5,6,3.0,1
5,5,10,15,0,10,2,52,0.875,0.5,2,3,8.8,1,0.6,0
4,6,3,9,1,2,2,32,0.959183673,1.0,3,4,6.25,1,0.5,0
2,4,19,16,0,19,2,57,0.9285714290000001,0.625,1,1,27.0,1,0.5,0
5,6,23,41,2,21,3,354,0.8888888890000001,0.4,2,2,69.0,2,0.8,0
2,4,16,17,0,16,2,96,0.9285714290000001,0.625,1,1,46.0,3,1.5,0
9,7,14,21,1,13,7,94,0.815789474,0.8125,5,5,9.0,2,0.8889,0
2,3,23,18,0,23,2,63,0.857142857,0.625,1,1,30.0,1,0.5,1
5,5,16,26,1,15,4,100,0.9375,0.666666667,2,4,18.4,1,0.6,0
2,4,15,14,0,15,2,72,0.9285714290000001,0.625,1,1,33.5,1,0.5,0
6,5,16,22,0,16,1,167,0.9,0.708333333,2,2,26.0,5,1.8333,0
7,5,16,20,0,16,3,75,0.8,0.4,3,5,9.285714286000001,1,0.7143,0
5,4,17,34,0,17,1,533,0.9375,0.5,2,2,103.8,2,1.0,2
2,3,7,8,0,7,2,27,0.857142857,0.625,1,1,12.5,1,0.5,0
6,3,18,28,0,18,6,188,0.545454545,0.404761905,1,1,30.33333333,4,2.0,2
2,3,11,21,0,11,2,86,0.857142857,0.625,1,1,42.0,4,2.0,1
3,4,34,71,0,34,3,768,0.8666666670000001,0.38888888899999996,2,2,253.66666669999998,12,5.0,1
6,5,17,22,0,17,3,104,0.833333333,0.36,3,4,15.5,3,1.0,0
2,3,13,18,0,13,2,64,0.857142857,0.625,1,1,30.5,4,2.0,1
6,7,16,18,3,13,4,77,0.8857142859999999,0.7,5,5,11.33333333,3,1.3333,0
5,1,21,21,6,15,3,156,0.0,0.333333333,0,0,29.6,6,3.4,0
6,7,8,12,2,6,5,42,0.882352941,0.666666667,3,3,5.5,1,0.6667,0
2,6,51,51,1,50,2,652,0.967741935,0.666666667,0,0,325.0,1,0.5,0
6,4,9,10,0,9,1,22,0.7222222220000001,0.444444444,1,2,2.666666667,1,0.8333,1
2,3,17,18,0,17,2,86,0.857142857,0.625,1,1,41.0,1,0.5,1
6,1,16,30,5,11,4,129,0.0,0.26666666699999997,0,0,20.0,4,1.6667,2
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,4,24,21,0,24,2,99,0.9285714290000001,0.625,1,1,47.5,1,0.5,0
2,2,10,9,0,10,2,62,0.8,0.666666667,1,1,30.0,1,0.5,1
2,4,16,15,0,16,2,78,0.9285714290000001,0.625,1,1,37.0,1,0.5,0
5,8,10,13,2,8,4,40,0.916666667,0.75,4,4,6.4,1,0.6,0
7,4,22,32,0,22,3,161,0.791666667,0.4,3,5,21.42857143,5,1.2857,0
2,3,12,11,0,12,2,35,0.857142857,0.625,1,1,16.5,1,0.5,0
6,5,28,32,0,28,2,130,0.857142857,0.6,2,5,20.0,1,0.6667,0
2,4,25,30,0,25,2,268,0.9285714290000001,0.625,1,1,131.5,1,0.5,1
4,5,2,9,0,2,2,37,0.92,1.0,2,2,7.5,1,0.5,0
2,4,11,9,0,11,2,51,0.9285714290000001,0.625,1,1,23.5,1,0.5,0
6,4,16,21,0,16,2,76,0.826086957,0.6,2,4,11.16666667,1,0.6667,0
5,5,17,29,1,16,4,325,0.9,0.666666667,2,2,63.4,1,0.6,0
2,1,16,7,12,4,2,16,0.0,0.625,0,0,7.0,1,0.5,0
7,4,19,24,0,19,3,87,0.791666667,0.4,2,4,11.0,1,0.7143,0
3,1,21,38,0,21,2,145,0.0,0.75,0,0,46.33333333,4,1.3333,1
2,3,28,27,0,28,2,138,0.857142857,0.625,1,1,66.5,4,2.0,1
6,5,26,36,4,22,5,227,0.918367347,0.7333333329999999,2,4,36.0,1,0.6667,0
2,3,6,6,0,6,2,16,0.857142857,0.625,1,1,7.0,1,0.5,0
2,3,15,17,0,15,2,49,0.857142857,0.583333333,1,1,23.5,1,0.5,0
3,1,22,46,0,22,2,172,0.0,0.75,0,0,55.33333333,5,1.6667,2
5,8,3,10,0,3,2,35,0.916666667,1.0,4,4,5.4,1,0.6,0
5,7,21,26,4,17,4,151,0.9090909090000001,0.666666667,3,3,28.6,1,0.6,0
2,4,19,17,0,19,2,85,0.9285714290000001,0.625,1,1,40.5,1,0.5,0
5,5,10,14,0,10,2,46,0.875,0.5,2,3,7.6,1,0.6,0
2,4,18,21,0,18,2,112,0.9285714290000001,0.625,1,1,54.5,1,0.5,0
8,4,23,32,0,23,3,149,0.76,0.666666667,2,4,17.125,1,0.75,0
2,3,18,16,0,18,2,56,0.857142857,0.625,1,1,26.5,2,1.0,1
4,6,16,20,1,15,3,75,0.935483871,0.5555555560000001,3,3,17.0,1,0.5,0
7,5,21,31,0,21,3,152,0.8,0.4,4,6,20.14285714,5,1.2857,0
1,1,0,5,0,0,0,24,0.0,0.0,0,0,12.0,0,0.0,0
11,2,10,23,6,4,9,90,0.307692308,0.1,0,0,7.0,2,0.9091,0
7,3,27,61,0,27,6,1104,0.7826086959999999,0.404761905,0,0,155.8571429,14,4.0,2
5,7,20,20,4,16,4,117,0.9090909090000001,0.666666667,3,3,21.8,1,0.6,0
4,8,3,9,1,2,1,32,0.942857143,1.0,3,3,6.25,1,0.5,0
2,4,16,16,0,16,2,53,0.9285714290000001,0.625,1,1,25.0,1,0.5,0
2,4,15,14,0,15,2,49,0.9285714290000001,0.625,1,1,23.0,1,0.5,0
6,5,28,33,0,28,1,265,0.893617021,0.708333333,2,3,42.66666667,7,2.8333,1
2,3,11,11,0,11,2,58,0.857142857,0.625,1,1,27.0,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
5,5,30,48,4,26,4,335,0.9,0.666666667,2,2,64.6,1,0.6,2
2,3,5,8,0,5,2,23,0.857142857,0.625,1,1,10.5,1,0.5,0
2,4,29,26,0,29,2,157,0.9285714290000001,0.625,1,1,75.5,1,0.5,1
3,1,1,8,0,1,2,29,0.0,1.0,0,0,7.666666667,1,0.3333,0
4,5,20,31,1,19,3,146,0.957446809,0.5555555560000001,2,4,34.75,1,0.5,0
2,3,11,13,0,11,2,48,0.857142857,0.625,1,1,22.5,1,0.5,1
2,3,6,7,0,6,2,22,0.857142857,0.625,1,1,10.0,2,1.0,3
4,6,16,20,1,15,3,75,0.935483871,0.5555555560000001,3,3,17.0,1,0.5,0
1,1,1,5,0,1,0,56,0.0,0.0,0,0,12.0,0,0.0,1
1,1,0,5,0,0,0,18,0.0,0.0,0,0,12.0,0,0.0,0
2,1,5,11,0,5,2,46,0.0,0.625,0,0,22.0,2,1.0,0
1,1,0,5,0,0,0,18,0.0,0.0,0,0,12.0,0,0.0,0
2,3,16,17,0,16,2,74,0.857142857,0.625,1,1,35.5,1,0.5,1
5,5,19,43,1,18,4,162,0.9375,0.666666667,2,4,30.8,1,0.6,0
2,4,21,21,0,21,2,105,0.9285714290000001,0.625,2,2,51.5,1,0.5,0
2,3,18,23,0,18,2,131,0.857142857,0.625,1,1,62.5,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
12,1,2,21,2,0,12,142,0.0,0.708333333,0,0,10.41666667,7,1.4167,0
2,3,11,10,0,11,2,40,0.857142857,0.625,1,1,18.5,2,1.0,0
6,5,23,23,0,23,2,97,0.833333333,0.6,3,4,14.5,1,0.6667,0
3,4,26,25,0,26,2,180,0.9285714290000001,0.625,1,1,56.66666667,1,0.3333,1
3,3,8,13,0,8,2,45,0.947368421,0.666666667,0,0,13.33333333,2,0.6667,0
3,4,3,4,2,1,1,13,0.962264151,0.666666667,2,2,3.333333333,1,0.6667,3
4,5,21,22,1,20,3,96,0.957446809,0.5555555560000001,2,4,22.0,1,0.5,0
6,5,27,30,0,27,2,122,0.857142857,0.6,3,5,18.66666667,1,0.6667,0
2,3,15,19,0,15,2,65,0.857142857,0.583333333,1,1,31.5,1,0.5,0
4,4,4,7,0,4,1,63,0.85,0.6875,1,2,14.75,8,2.5,0
6,7,13,18,0,13,1,67,0.8918918920000001,0.666666667,4,5,9.666666667000001,1,0.6667,0
6,4,9,10,0,9,1,22,0.7222222220000001,0.444444444,1,2,2.666666667,1,0.8333,1
2,4,32,31,0,32,2,245,0.9285714290000001,0.625,1,1,118.5,1,0.5,3
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
12,4,33,74,6,27,9,920,0.696969697,0.636363636,1,1,75.33333333,2,0.9167,0
5,5,16,21,2,14,4,145,0.892857143,0.666666667,2,2,27.4,1,0.6,0
2,4,25,24,0,25,2,127,0.9285714290000001,0.625,1,1,61.0,1,0.5,0
5,5,6,10,0,6,1,30,0.918367347,0.7,1,2,5.0,2,1.0,1
6,4,23,31,0,23,2,159,0.826086957,0.6,2,4,24.66666667,1,0.6667,1
6,5,16,21,5,11,5,115,0.918367347,0.7333333329999999,2,4,17.66666667,1,0.6667,0
2,4,7,9,0,7,2,23,0.8888888890000001,0.6,1,1,10.5,1,0.5,0
7,4,17,27,1,16,2,118,0.791666667,0.666666667,2,4,15.42857143,1,0.7143,1
2,3,13,11,0,13,2,38,0.857142857,0.625,1,1,18.0,2,1.0,1
5,5,10,17,0,10,1,88,0.913043478,0.7,2,3,16.0,5,1.6,0
2,3,10,9,0,10,2,27,0.857142857,0.625,1,1,12.5,3,1.5,1
2,4,22,31,0,22,2,304,0.9722222220000001,0.666666667,3,3,147.5,1,0.5,0
2,2,7,12,0,7,2,64,0.8,0.666666667,1,1,31.0,6,3.0,1
2,3,22,17,0,22,2,56,0.857142857,0.625,1,1,27.0,2,1.0,2
2,3,11,17,0,11,2,134,0.857142857,0.625,1,1,63.5,6,3.0,1
1,1,5,1,3,2,1,1,0.0,1.0,0,0,0.0,1,1.0,0
5,5,29,29,0,29,2,110,0.875,0.5,2,3,20.4,1,0.6,0
4,5,2,9,0,2,2,37,0.92,1.0,2,2,7.5,1,0.5,0
