wmc,dit,cbo,rfc,ca,ce,npm,loc,dam,cam,amc,max_cc,avg_cc,bug
6,5,18,24,0,18,1,104,0.0,0.7333333329999999,15.83333333,1,0.6667,0
6,5,10,17,0,10,2,72,0.0,0.6,10.5,1,0.6667,0
2,3,17,17,0,17,2,80,0.0,0.666666667,39.0,1,0.5,0
2,3,11,8,0,11,2,42,0.0,0.625,20.0,4,2.0,0
3,3,18,14,2,16,2,77,0.0,0.46666666700000003,24.66666667,2,1.0,0
5,3,16,20,0,16,2,116,0.0,0.342857143,22.2,12,3.4,0
7,5,16,23,0,16,2,133,0.0,0.46666666700000003,17.57142857,1,0.7143,0
2,4,23,18,0,23,2,82,0.0,0.666666667,40.0,1,0.5,0
2,3,13,13,0,13,2,51,0.0,0.625,24.5,4,2.0,0
4,1,5,20,1,4,3,107,0.75,0.666666667,24.75,3,1.5,0
7,4,13,23,1,12,5,143,0.0,0.611111111,18.85714286,2,0.8571,0
1,1,0,2,0,0,1,4,0.0,1.0,3.0,0,0.0,0
2,3,11,12,0,11,2,54,0.0,0.625,26.0,5,2.5,0
1,6,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
3,3,21,28,0,21,2,134,0.0,0.444444444,43.66666667,7,3.3333,0
2,3,1,7,0,1,1,37,0.0,0.75,17.0,1,0.5,0
2,3,17,15,0,17,2,48,0.0,0.6,23.0,3,1.5,0
3,3,20,35,0,20,2,235,0.0,0.46666666700000003,77.33333333,15,6.0,0
5,4,27,39,0,27,2,352,0.25,0.342857143,68.6,2,1.0,0
3,4,7,7,0,7,1,19,0.0,0.666666667,5.333333333,1,0.6667,0
2,3,24,31,0,24,2,126,1.0,0.666666667,61.5,1,0.5,0
2,3,12,17,0,12,2,70,0.0,0.625,34.0,6,3.0,0
2,2,7,6,0,7,2,24,0.0,0.666666667,11.0,2,1.0,0
2,4,22,30,0,22,2,275,0.0,0.625,136.5,1,0.5,0
4,3,11,13,0,11,2,57,0.0,0.375,13.25,3,1.5,0
7,4,15,21,0,15,4,142,0.28571428600000004,0.444444444,18.28571429,4,1.4286,0
3,3,13,26,0,13,2,128,0.5,0.444444444,41.0,4,2.0,0
2,3,7,9,0,7,2,24,0.0,0.625,11.0,1,0.5,0
6,5,24,29,0,24,3,123,0.0,0.533333333,19.0,1,0.6667,0
7,4,14,28,2,12,5,173,0.0,0.611111111,23.14285714,2,0.8571,0
4,3,22,31,0,22,2,153,0.0,0.41666666700000005,37.25,5,2.75,0
2,4,31,30,0,31,2,252,1.0,0.625,124.0,1,0.5,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
14,1,135,56,107,28,12,391,0.333333333,0.108974359,26.71428571,10,2.5714,0
1,1,0,2,0,0,1,4,0.0,1.0,3.0,0,0.0,0
2,3,14,14,0,14,2,61,0.0,0.6,29.5,8,4.0,0
2,3,13,10,0,13,2,29,0.0,0.6,13.5,1,0.5,0
2,4,31,35,0,31,2,266,0.0,0.625,132.0,1,0.5,0
2,3,8,7,0,8,2,21,0.0,0.625,9.5,1,0.5,0
8,1,32,26,22,10,5,102,0.5,0.321428571,11.25,2,1.125,0
11,1,25,72,2,23,8,680,1.0,0.255555556,60.27272727,12,3.1818,0
2,3,2,4,0,2,1,10,0.0,0.75,4.0,1,0.5,0
7,6,18,36,0,18,2,132,0.0,0.5555555560000001,17.42857143,1,0.7143,0
4,4,19,23,0,19,2,84,0.0,0.45,20.0,3,1.25,0
6,6,25,42,0,25,1,219,0.0,0.6,35.0,1,0.6667,0
2,3,15,12,0,15,2,62,0.0,0.6,30.0,3,1.5,0
8,5,26,57,1,25,6,304,0.0,0.607142857,36.5,1,0.75,1
4,2,10,9,9,1,4,65,1.0,0.5,14.75,6,2.0,0
2,4,13,12,0,13,2,46,0.0,0.666666667,22.0,1,0.5,0
19,5,26,36,0,26,19,284,1.0,0.21052631600000002,13.84210526,10,2.6842,0
5,5,9,15,0,9,1,48,0.0,0.5,8.0,1,0.6,0
5,1,10,27,2,8,3,200,0.5,0.5,38.6,10,5.4,0
2,2,26,26,0,26,2,92,0.0,0.666666667,45.0,1,0.5,0
9,1,30,49,0,30,5,287,0.333333333,0.321428571,30.55555556,5,1.8889,0
7,7,17,24,0,17,1,96,0.0,0.666666667,12.28571429,1,0.7143,0
4,5,16,28,0,16,1,124,0.0,0.5555555560000001,29.25,1,0.5,0
4,2,17,28,0,17,2,150,0.0,0.375,36.5,7,2.25,0
11,3,29,63,5,24,7,454,0.5,0.65,39.90909091,5,1.7273,0
2,3,12,8,0,12,2,27,0.0,0.6,12.5,2,1.0,0
2,3,17,21,0,17,2,109,0.0,0.6,53.0,7,3.5,0
0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0
7,5,16,31,0,16,2,96,0.0,0.4,12.28571429,3,1.0,0
11,4,50,81,7,43,6,576,0.0,0.575,51.0,2,0.9091,1
0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0
2,3,8,6,0,8,2,18,0.0,0.625,8.0,1,0.5,0
2,3,18,13,0,18,2,42,0.0,0.6,20.0,3,1.5,0
8,4,30,53,2,28,6,297,0.0,0.666666667,35.625,2,0.875,0
2,3,21,12,0,21,2,64,0.0,0.6,31.0,1,0.5,0
6,5,21,28,0,21,2,105,0.0,0.44,16.0,1,0.6667,1
2,3,12,10,0,12,2,37,0.0,0.6,17.5,2,1.0,0
5,3,15,16,0,15,2,68,0.0,0.3,12.6,4,1.8,0
7,5,24,71,3,21,6,514,0.0,0.7777777779999999,72.0,1,0.7143,0
2,3,8,17,1,8,2,85,0.0,0.625,41.5,5,2.5,0
5,6,9,15,0,9,1,46,0.0,0.5,7.6,1,0.6,0
3,3,22,21,0,22,2,134,0.0,0.46666666700000003,43.66666667,14,5.0,0
5,5,15,23,0,15,1,75,0.0,0.666666667,13.4,1,0.6,1
3,3,22,34,0,22,2,141,0.0,0.533333333,46.0,4,1.6667,0
4,5,16,23,0,16,1,69,0.0,0.5555555560000001,15.5,1,0.5,0
2,2,26,25,0,26,2,88,0.0,0.666666667,43.0,1,0.5,0
2,3,12,8,0,12,2,30,0.0,0.6,14.0,2,1.0,0
5,3,21,38,1,20,4,259,0.0,0.6875,50.4,26,5.6,0
4,4,31,56,4,27,4,508,0.0,0.45,125.0,1,0.75,0
4,4,17,40,0,17,3,396,0.6,0.45833333299999995,96.75,8,4.0,0
2,3,12,16,0,12,2,97,0.333333333,0.666666667,46.0,7,3.5,0
2,3,26,21,0,26,2,79,0.0,0.625,38.5,5,2.5,0
2,3,8,8,0,8,2,31,0.0,0.625,14.5,3,1.5,0
2,3,8,8,0,8,2,23,0.0,0.666666667,10.5,1,0.5,0
2,3,15,18,0,15,2,124,0.0,0.6,60.0,9,4.5,0
2,3,15,9,0,15,2,31,0.0,0.6,14.5,2,1.0,0
2,3,21,13,0,21,2,45,0.0,0.6,21.5,3,1.5,0
2,4,12,10,0,12,2,50,0.0,0.666666667,24.0,1,0.5,0
2,4,5,4,1,4,2,10,0.0,0.666666667,4.0,1,0.5,0
14,2,47,130,1,46,3,1106,0.444444444,0.40170940200000005,77.35714286,6,1.6429,0
1,4,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
2,3,10,10,0,10,2,27,0.0,0.625,12.5,1,0.5,0
2,3,8,9,0,8,2,45,0.0,0.6,21.5,3,1.5,0
4,1,12,16,8,4,3,61,0.0,0.5,14.25,4,2.0,0
6,3,25,50,0,25,1,245,0.0,0.6,39.33333333,1,0.6667,0
1,1,6,3,4,2,0,205,0.0,0.0,175.0,0,0.0,0
8,2,26,68,1,25,4,450,0.857142857,0.342857143,54.375,2,0.875,1
2,3,12,13,0,12,2,38,0.0,0.625,18.0,3,1.5,0
10,4,37,66,5,32,8,370,0.0,0.740740741,35.6,2,0.9,0
2,4,2,5,0,2,1,13,0.0,0.75,5.5,1,0.5,0
9,4,27,53,4,23,7,336,0.0,0.625,35.88888889,2,0.8889,0
10,3,22,48,0,22,8,330,0.0,0.35,31.2,7,1.7,0
2,3,9,10,5,4,1,44,0.0,0.75,21.0,4,2.0,0
3,3,14,14,0,14,2,59,0.0,0.46666666700000003,18.66666667,5,2.0,0
2,4,11,11,0,11,2,73,0.0,0.625,35.5,1,0.5,2
2,2,10,19,0,10,2,68,0.0,0.666666667,32.5,5,2.5,0
2,4,16,15,0,16,2,62,0.0,0.666666667,30.0,1,0.5,0
16,3,46,104,0,46,8,772,0.363636364,0.28571428600000004,45.875,15,2.625,0
4,3,5,16,0,5,3,66,0.333333333,0.666666667,14.75,2,0.75,0
5,5,10,14,0,10,2,53,0.0,0.5,9.0,1,0.6,0
2,3,19,13,0,19,2,44,0.0,0.6,21.0,1,0.5,0
2,2,7,7,0,7,2,25,0.0,0.666666667,11.5,1,0.5,0
3,1,4,3,4,0,3,3,0.0,1.0,0.0,1,1.0,0
2,3,17,17,0,17,2,125,0.0,0.6,61.5,7,3.5,0
7,4,25,42,1,24,5,242,0.0,0.611111111,33.0,2,0.8571,0
2,3,14,14,0,14,2,38,0.0,0.666666667,18.0,1,0.5,0
2,3,13,10,0,13,2,30,0.0,0.6,14.0,3,1.5,0
16,4,50,105,13,37,12,863,0.0,0.6333333329999999,52.6875,2,0.9375,0
2,2,24,28,0,24,2,132,0.0,0.666666667,65.0,1,0.5,0
10,3,39,74,0,39,8,812,0.0,0.35,78.2,20,3.4,0
3,3,16,18,0,16,2,106,1.0,0.6,33.33333333,12,4.0,0
6,1,2,10,2,0,6,47,0.4,0.41666666700000005,6.0,1,0.8333,0
2,4,15,14,0,15,2,56,0.0,0.666666667,27.0,1,0.5,0
2,2,10,8,0,10,2,27,0.0,0.666666667,12.5,1,0.5,0
15,1,7,62,1,6,1,1180,1.0,0.26666666699999997,76.73333333,35,5.5333,0
4,4,7,13,0,7,1,46,0.0,0.5625,10.25,3,1.5,0
6,2,9,36,0,9,2,240,0.75,0.8,37.66666667,6,1.5,0
4,5,14,15,0,14,1,46,0.0,0.5555555560000001,9.75,1,0.5,0
2,3,14,15,0,14,2,49,0.0,0.6,23.5,2,1.0,0
2,2,22,25,2,20,1,159,0.0,0.666666667,76.5,1,0.5,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
26,1,4,39,2,2,26,217,1.0,0.20879120899999998,6.961538462,6,1.1923,0
8,3,19,45,3,16,6,251,0.28571428600000004,0.428571429,29.5,10,1.875,0
1,6,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
4,1,7,4,3,4,4,4,0.0,0.8125,0.0,1,1.0,0
2,2,8,8,0,8,2,23,0.0,0.666666667,10.5,1,0.5,0
8,5,22,34,0,22,3,127,0.0,0.457142857,14.5,3,1.0,0
2,3,13,15,0,13,2,62,0.0,0.625,30.0,4,2.0,0
5,5,12,18,0,12,1,64,0.0,0.666666667,11.2,1,0.6,1
9,4,27,46,7,20,5,428,0.0,0.425,46.11111111,2,1.0,2
2,3,8,10,1,7,2,28,0.0,0.666666667,13.0,1,0.5,0
6,4,9,12,1,8,2,42,0.0,0.433333333,5.666666667,1,0.6667,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
1,1,0,2,0,0,1,20,0.0,1.0,3.0,0,0.0,0
7,4,15,27,1,14,5,144,0.0,0.611111111,19.0,2,0.8571,0
7,5,22,26,0,22,2,97,0.0,0.7222222220000001,12.42857143,1,0.7143,0
2,3,7,8,0,7,2,22,0.0,0.666666667,10.0,2,1.0,0
1,3,4,2,3,1,1,4,0.0,1.0,3.0,0,0.0,0
6,5,26,31,0,26,2,115,0.0,0.44,17.66666667,1,0.6667,0
3,5,6,6,0,6,3,13,0.0,0.5555555560000001,3.333333333,1,0.6667,0
2,3,13,23,0,13,2,101,0.0,0.625,49.5,6,3.0,0
1,3,11,2,10,1,1,4,0.0,1.0,3.0,0,0.0,0
5,4,21,38,7,14,2,670,0.352941176,0.45,129.6,1,0.8,0
2,3,4,4,0,4,2,11,0.0,0.666666667,4.5,1,0.5,0
2,3,15,15,0,15,2,54,0.0,0.6,26.0,5,2.5,0
2,3,11,17,0,11,2,61,0.0,0.625,29.5,5,2.5,0
5,1,13,10,11,2,5,58,1.0,0.4,10.2,4,1.4,1
2,3,14,12,0,14,2,35,0.0,0.666666667,16.5,1,0.5,0
2,3,18,25,0,18,2,102,0.0,0.6,49.5,6,3.0,0
2,4,24,40,0,24,2,280,0.0,0.625,139.0,1,0.5,1
6,1,15,22,4,11,3,117,0.0,0.333333333,18.16666667,3,1.3333,0
2,3,12,13,0,12,2,50,0.0,0.625,24.0,2,1.0,0
7,6,25,72,3,22,6,512,0.0,0.7777777779999999,71.71428571,1,0.7143,0
2,4,28,26,0,28,2,107,0.0,0.625,52.0,1,0.5,0
2,3,1,7,0,1,1,37,0.0,0.75,17.0,1,0.5,0
2,4,12,10,0,12,2,36,0.0,0.666666667,17.0,1,0.5,0
2,3,15,12,0,15,2,51,0.0,0.625,24.5,6,3.0,0
7,4,16,26,3,13,5,159,0.0,0.611111111,21.14285714,2,0.8571,0
8,1,32,53,2,30,7,396,0.14285714300000002,0.47916666700000005,47.625,8,2.875,0
5,5,66,15,63,3,3,79,0.75,0.4375,14.0,2,1.0,0
4,4,5,6,0,5,1,15,0.0,0.75,2.75,1,0.75,0
5,6,9,15,0,9,1,48,0.0,0.5,8.0,1,0.6,0
6,4,16,21,2,14,4,118,0.0,0.533333333,18.0,2,0.8333,0
2,4,8,5,0,8,2,20,0.0,0.666666667,9.0,3,1.5,0
6,5,13,20,0,13,2,105,0.0,0.6,16.0,1,0.6667,0
2,3,28,35,0,28,2,150,0.0,0.666666667,74.0,1,0.5,0
7,2,7,31,1,6,6,307,0.5555555560000001,0.28571428600000004,41.57142857,14,3.1429,0
8,4,18,32,1,17,6,188,0.0,0.571428571,22.0,2,0.875,0
2,3,13,14,0,13,2,98,0.0,0.666666667,48.0,7,3.5,0
5,2,15,38,4,11,3,224,0.0,0.32,43.8,11,3.2,0
7,4,13,25,0,13,5,150,0.0,0.611111111,19.85714286,2,0.8571,0
8,4,23,43,2,21,6,248,0.0,0.571428571,29.5,2,0.875,0
9,1,1,13,1,0,7,235,1.0,0.8888888890000001,24.11111111,7,2.7778,0
8,5,24,30,0,24,3,103,0.0,0.457142857,11.5,1,0.75,0
5,3,15,16,0,15,2,67,0.0,0.3,12.4,4,1.8,0
7,5,22,28,0,22,2,108,0.0,0.7222222220000001,14.0,1,0.7143,0
2,2,26,40,0,26,2,200,0.0,0.666666667,99.0,1,0.5,0
6,3,23,31,5,18,2,122,0.0,0.36111111100000004,19.33333333,5,1.8333,0
4,3,5,16,0,5,3,66,0.333333333,0.666666667,14.75,2,0.75,0
2,3,10,12,0,10,2,33,0.0,0.625,15.5,3,1.5,0
7,6,13,21,0,13,2,108,0.0,0.5555555560000001,14.0,1,0.7143,0
4,4,8,13,1,7,1,41,0.0,0.4375,9.25,4,1.5,0
3,5,16,21,0,16,3,107,0.0,0.666666667,34.33333333,5,2.6667,0
2,3,16,9,0,16,2,44,0.0,0.6,21.0,1,0.5,0
3,4,7,7,0,7,1,19,0.0,0.666666667,5.333333333,1,0.6667,0
2,3,16,17,0,16,2,124,0.0,0.6,61.0,7,3.5,0
2,3,17,28,0,17,2,159,0.0,0.625,78.5,18,9.0,0
6,5,20,30,0,20,2,119,0.0,0.6,18.33333333,1,0.6667,0
7,1,24,16,20,4,6,93,0.0,0.428571429,12.14285714,4,1.8571,0
2,4,35,38,0,35,2,217,0.0,0.625,107.5,1,0.5,0
2,3,17,12,0,17,2,76,0.0,0.6,37.0,2,1.0,0
7,3,22,33,3,19,5,174,0.0,0.5,23.14285714,2,0.8571,1
2,3,12,7,0,12,2,38,0.0,0.6,18.0,1,0.5,0
5,1,40,8,37,3,4,31,0.0,0.46666666700000003,5.0,1,0.8,0
9,2,19,34,0,19,2,227,0.5,0.5,24.0,2,1.3333,0
2,3,17,24,0,17,2,94,0.0,0.6,46.0,7,3.5,0
5,5,3,18,0,3,1,77,0.0,1.0,14.4,1,0.8,0
7,5,21,43,2,19,6,239,0.0,0.583333333,32.71428571,1,0.7143,1
2,3,8,9,1,7,2,22,0.0,0.666666667,10.0,1,0.5,0
6,5,26,31,0,26,2,109,0.0,0.44,16.66666667,1,0.6667,0
8,5,11,15,1,10,2,51,0.0,0.314285714,5.0,1,0.75,1
0,1,69,0,69,0,0,148,0.0,0.0,0.0,0,0.0,0
101,1,18,102,0,18,101,295,1.0,0.066156616,1.9108910890000002,1,0.9901,0
6,5,18,23,0,18,2,79,0.0,0.44,11.66666667,1,0.6667,0
2,3,18,20,0,18,2,123,0.0,0.6,59.5,9,4.5,0
2,3,13,9,0,13,2,51,0.0,0.6,24.5,3,1.5,0
25,4,57,88,5,52,20,939,0.0,0.2175,36.44,17,2.04,0
6,5,30,65,0,30,1,385,0.5,0.4,62.16666667,1,0.6667,0
13,5,52,91,9,43,10,656,0.0,0.75,49.15384615,2,0.9231,0
9,2,33,72,5,28,5,579,0.181818182,0.3125,62.11111111,7,1.8889,0
2,3,8,10,0,8,2,34,0.0,0.625,16.0,3,1.5,1
4,1,1,9,1,0,4,29,1.0,0.583333333,6.0,1,0.75,0
2,3,10,9,0,10,2,29,0.0,0.625,13.5,4,2.0,0
2,4,29,26,0,29,2,224,1.0,0.625,110.0,1,0.5,0
2,3,11,11,0,11,2,35,0.0,0.625,16.5,4,2.0,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
7,5,12,17,1,11,2,63,0.0,0.666666667,7.571428571,2,0.8571,1
7,4,16,24,1,15,5,147,0.0,0.611111111,19.28571429,2,0.8571,0
2,3,24,25,0,24,2,136,0.0,0.6,67.0,10,5.0,0
5,5,22,29,0,22,1,102,0.0,0.666666667,18.8,1,0.6,0
2,3,18,16,0,18,2,74,0.0,0.6,36.0,4,2.0,0
3,3,19,14,2,17,2,76,0.0,0.46666666700000003,24.33333333,1,0.6667,0
7,5,27,38,0,27,3,154,0.0,0.4,20.57142857,3,1.0,0
2,4,14,13,0,14,2,47,0.0,0.625,22.5,1,0.5,0
7,4,22,34,1,21,5,172,0.0,0.611111111,23.0,2,0.8571,0
4,4,8,8,0,8,1,22,0.0,0.75,4.5,1,0.75,0
8,1,52,126,1,51,1,1381,0.0,0.166666667,169.875,1,0.875,0
12,3,47,88,0,47,9,910,0.045454545,0.284090909,73.0,20,4.4167,0
4,3,17,33,0,17,2,213,0.0,0.5,52.0,11,6.0,0
6,4,10,16,0,10,4,108,0.2,0.444444444,16.16666667,4,1.5,0
1,1,1,3,1,0,0,215,0.0,0.0,135.0,0,0.0,2
2,3,15,15,0,15,2,60,0.0,0.6,29.0,6,3.0,0
5,1,2,6,2,0,5,24,1.0,0.7,3.4,1,0.8,0
2,2,13,17,0,13,2,61,0.0,0.666666667,29.0,1,0.5,0
2,2,14,12,0,14,2,41,0.0,0.666666667,19.5,1,0.5,0
4,4,11,14,0,11,3,91,0.333333333,0.5625,21.0,2,1.0,0
6,4,15,19,0,15,4,123,0.333333333,0.46666666700000003,18.5,4,1.3333,0
2,3,10,12,0,10,2,33,0.0,0.625,15.5,3,1.5,0
5,4,9,15,0,9,1,46,0.0,0.36,8.2,1,0.8,0
5,5,14,19,0,14,2,60,0.0,0.4,10.4,1,0.6,0
10,5,24,43,1,23,2,195,0.0,0.351851852,18.2,2,0.9,0
2,2,7,6,0,7,2,23,0.0,0.666666667,10.5,1,0.5,0
3,4,17,17,4,13,2,87,0.0,0.666666667,27.0,6,2.0,0
4,5,26,54,0,26,1,273,0.0,0.5555555560000001,66.5,1,0.5,0
8,5,19,26,0,19,2,118,0.0,0.428571429,13.375,4,1.125,0
11,4,36,66,7,29,8,376,0.0,0.7666666670000001,32.81818182,2,0.9091,0
4,2,17,28,0,17,2,150,0.0,0.375,36.5,7,2.25,0
2,3,8,10,1,7,2,28,0.0,0.666666667,13.0,1,0.5,0
2,3,15,12,0,15,2,90,0.0,0.6,44.0,1,0.5,0
2,3,22,17,0,22,2,90,0.0,0.6,44.0,9,4.5,0
3,3,20,27,0,20,2,180,0.333333333,0.6,58.0,12,4.0,0
6,5,18,20,0,18,1,84,0.0,0.7333333329999999,12.5,1,0.6667,0
4,5,26,50,0,26,1,259,0.0,0.5555555560000001,63.0,1,0.5,0
2,3,8,7,0,8,2,21,0.0,0.625,9.5,1,0.5,0
8,5,24,30,0,24,3,130,0.0,0.428571429,14.875,3,1.0,0
10,3,27,73,0,27,4,394,0.636363636,0.592592593,37.3,5,1.8,0
11,4,31,52,4,27,8,274,0.0,0.7666666670000001,23.54545455,2,0.9091,0
2,3,12,11,0,12,2,37,0.0,0.666666667,17.5,1,0.5,0
25,1,48,123,6,43,14,1990,0.894736842,0.222222222,77.84,5,1.24,3
2,4,12,10,0,12,2,36,0.0,0.666666667,17.0,1,0.5,0
2,3,10,10,0,10,2,29,0.0,0.625,13.5,1,0.5,0
2,3,11,10,0,11,2,28,0.0,0.6,13.0,1,0.5,0
7,4,21,35,3,18,5,189,0.0,0.611111111,25.42857143,2,0.8571,0
6,6,9,14,0,9,1,45,0.0,0.6,6.0,1,0.6667,0
6,6,12,20,0,12,1,100,0.0,0.6,15.16666667,1,0.6667,0
2,3,41,5,31,10,2,29,0.0,0.666666667,13.5,1,0.5,0
2,3,34,44,0,34,2,184,0.0,0.666666667,91.0,1,0.5,0
2,3,22,28,0,22,2,88,0.0,0.666666667,43.0,1,0.5,0
3,1,11,7,9,2,2,51,0.0,0.75,15.66666667,5,1.6667,0
7,1,63,36,44,19,6,188,0.0,0.267857143,25.71428571,3,1.4286,0
2,3,24,16,0,24,2,97,0.0,0.6,47.5,1,0.5,0
13,2,14,49,1,13,9,445,0.8666666670000001,0.212121212,32.07692308,6,1.9231,0
2,4,1,3,0,1,1,7,0.0,1.0,2.5,1,0.5,0
8,2,26,53,6,20,4,254,1.0,0.45833333299999995,30.5,1,0.875,2
5,2,26,60,0,26,2,405,0.111111111,0.45,78.2,7,3.0,0
2,3,18,14,0,18,2,67,0.0,0.6,32.5,3,1.5,0
5,4,9,10,0,9,1,33,0.0,0.5,5.6,1,0.8,0
0,1,40,0,39,1,0,1,0.0,0.0,0.0,0,0.0,0
2,3,17,14,0,17,2,109,0.0,0.6,53.5,2,1.0,0
5,5,22,35,0,22,1,134,0.0,0.666666667,25.2,1,0.6,0
2,2,7,9,0,7,2,34,0.0,0.666666667,16.0,1,0.5,0
15,1,47,67,14,33,13,416,0.5,0.193877551,26.6,4,1.8667,0
2,4,13,12,0,13,2,46,0.0,0.666666667,22.0,1,0.5,0
5,5,22,35,0,22,1,144,0.0,0.666666667,27.2,1,0.6,0
2,3,14,19,0,14,2,91,0.0,0.625,44.5,4,2.0,0
8,4,15,26,1,14,6,159,0.0,0.571428571,18.375,2,0.875,0
3,3,9,11,3,6,1,42,1.0,0.5,12.66666667,1,0.6667,0
6,5,19,22,0,19,2,76,0.0,0.44,11.16666667,1,0.6667,0
2,2,8,8,0,8,2,23,0.0,0.666666667,10.5,1,0.5,0
2,3,13,20,0,13,2,66,0.0,0.625,32.0,7,3.5,0
7,1,45,84,4,42,0,781,0.035714286,0.38888888899999996,106.57142859999999,16,4.0,0
3,3,20,27,0,20,2,275,1.0,0.6,89.66666667,36,12.0,0
7,5,19,23,1,18,2,99,0.0,0.666666667,12.71428571,2,0.8571,1
8,5,23,41,0,23,2,191,0.0,0.35714285700000004,22.5,3,1.25,0
5,4,12,14,0,12,1,46,0.0,0.36,8.2,1,0.8,0
2,3,11,8,0,11,2,27,0.0,0.625,12.5,2,1.0,0
2,2,26,25,0,26,2,88,0.0,0.666666667,43.0,1,0.5,0
2,3,15,13,0,15,2,47,0.0,0.666666667,22.5,1,0.5,0
5,3,9,17,0,9,3,87,0.0,0.625,15.6,2,0.8,0
5,6,11,22,1,10,4,117,0.0,0.666666667,21.8,1,0.6,0
2,3,9,8,0,9,2,29,0.0,0.666666667,13.5,2,1.0,0
2,3,11,9,0,11,2,39,0.0,0.625,18.5,4,2.0,0
30,5,105,148,59,46,28,1268,0.4,0.454022989,41.1,2,1.0,2
7,4,14,21,3,11,5,138,0.0,0.611111111,18.14285714,2,0.8571,0
10,4,35,65,5,30,8,361,0.0,0.740740741,34.7,2,0.9,0
3,2,22,27,0,22,2,100,1.0,0.666666667,31.66666667,1,0.3333,0
7,4,15,25,1,14,5,137,0.0,0.5,18.0,2,0.8571,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
2,3,20,17,0,20,2,64,0.0,0.6,31.0,3,1.5,0
3,5,13,36,0,13,1,408,0.1,0.666666667,131.6666667,1,0.3333,0
2,3,11,9,0,11,2,28,0.0,0.6,13.0,2,1.0,0
6,5,26,31,0,26,2,115,0.0,0.44,17.66666667,1,0.6667,0
6,5,19,22,0,19,2,76,0.0,0.44,11.16666667,1,0.6667,0
2,4,9,24,0,9,1,352,0.0,0.666666667,169.5,18,9.0,0
4,4,13,20,0,13,2,89,0.0,0.45,21.25,4,1.5,0
4,3,35,49,0,35,2,279,0.0,0.35714285700000004,68.25,3,1.25,0
7,4,22,33,1,21,5,169,0.0,0.611111111,22.57142857,2,0.8571,0
0,1,5,0,5,0,0,382,0.0,0.0,0.0,0,0.0,4
5,5,20,21,0,20,1,90,0.0,0.666666667,16.4,1,0.6,0
8,4,38,39,12,26,4,210,0.0,0.571428571,24.75,2,0.875,0
2,4,8,22,0,8,1,294,0.0,0.666666667,141.0,15,7.5,0
2,3,22,30,1,21,2,183,0.0,0.6,88.0,7,3.5,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
3,4,38,58,0,38,2,447,0.0,0.611111111,147.66666669999998,1,0.6667,3
6,5,11,16,1,10,1,55,0.0,0.7333333329999999,7.666666667,2,0.8333,1
2,4,23,26,0,23,2,287,0.0,0.625,142.5,1,0.5,0
5,5,12,18,0,12,1,72,0.0,0.666666667,12.8,1,0.6,0
4,1,2,5,2,0,4,28,1.0,0.5,5.25,1,0.75,0
7,4,12,22,0,12,5,124,0.0,0.45833333299999995,16.0,2,0.8571,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
2,3,21,12,0,21,2,42,0.0,0.6,20.0,2,1.0,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
5,3,15,25,0,15,1,159,0.0,0.9,30.2,2,1.0,0
6,5,11,16,1,10,1,55,0.0,0.7333333329999999,7.666666667,2,0.8333,1
25,2,27,88,1,26,4,819,0.5,0.222222222,31.52,11,1.56,0
2,3,14,15,0,14,2,54,0.0,0.6,26.0,5,2.5,0
7,5,29,40,0,29,3,172,0.0,0.4,23.14285714,3,1.0,0
5,5,14,18,0,14,2,54,0.0,0.583333333,9.2,1,0.6,0
3,1,4,9,1,3,2,31,0.0,0.333333333,9.0,2,1.0,0
11,1,19,32,9,10,8,229,0.333333333,0.3,19.54545455,4,1.5455,0
2,4,7,11,0,7,1,37,0.0,0.666666667,17.0,3,1.5,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
2,3,13,23,0,13,2,101,0.0,0.625,49.5,6,3.0,0
6,5,17,23,0,17,3,95,0.0,0.36,14.33333333,2,0.8333,0
2,4,23,18,0,23,2,71,0.0,0.625,34.5,1,0.5,0
5,5,17,18,0,17,1,67,0.0,0.666666667,11.8,1,0.6,0
5,5,12,18,0,12,1,72,0.0,0.666666667,12.8,1,0.6,0
6,5,19,26,0,19,1,109,0.0,0.7333333329999999,16.66666667,1,0.6667,0
7,4,18,32,1,17,5,147,0.0,0.5,19.42857143,2,0.8571,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
