wmc,dit,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,mfa,cam,amc,max_cc,avg_cc,bug
2,3,14,23,1,0,14,2,1.0,87,0.857142857,0.625,42.0,7,3.5,0
3,3,8,14,1,0,8,2,0.75,46,0.947368421,0.666666667,13.66666667,2,0.6667,0
2,3,27,37,1,1,27,2,2.0,112,0.857142857,0.625,55.0,1,0.5,0
3,3,8,14,1,0,8,2,0.75,46,0.947368421,0.666666667,13.66666667,2,0.6667,0
2,4,27,26,1,0,27,2,2.0,148,0.933333333,0.6,73.0,1,0.5,0
4,5,13,14,4,3,10,3,1.0,55,0.9607843140000001,0.5555555560000001,12.0,1,0.5,0
3,5,18,29,3,0,18,1,1.071428571,423,0.957446809,0.666666667,137.66666669999998,1,0.6667,1
2,4,28,44,1,0,28,2,2.0,212,0.933333333,0.6,105.0,1,0.5,0
5,6,17,21,4,0,17,1,0.916666667,70,0.875,0.666666667,12.4,1,0.6,0
6,6,20,34,9,2,18,4,0.933333333,204,0.931034483,0.55,32.5,1,0.6667,0
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
4,1,10,29,0,1,9,2,1.027777778,188,0.0,0.55,43.0,2,1.25,0
2,4,5,9,1,0,5,2,1.0,46,0.9736842109999999,0.6,21.5,2,1.0,0
5,6,12,17,4,0,12,1,0.916666667,62,0.875,0.666666667,10.8,1,0.6,0
2,3,14,15,1,0,14,2,2.0,99,0.857142857,0.625,48.5,1,0.5,0
2,3,10,15,1,0,10,2,2.0,53,0.857142857,0.625,25.5,1,0.5,0
5,6,11,17,4,0,11,1,0.916666667,55,0.875,0.666666667,9.4,1,0.6,0
4,6,8,13,4,0,8,1,1.0,52,0.913043478,0.5555555560000001,11.25,1,0.5,0
7,5,37,64,15,5,32,4,0.944444444,271,0.907407407,0.41666666700000005,37.28571429,6,1.5714,0
2,3,12,10,1,0,12,2,2.0,29,0.857142857,0.625,13.5,2,1.0,0
5,1,9,27,2,1,8,0,0.8491379309999999,1338,0.0,0.41666666700000005,255.0,76,16.0,0
4,2,13,26,4,0,13,3,0.833333333,141,0.942857143,0.7333333329999999,33.75,5,1.5,0
1,8,1,2,0,0,1,1,2.0,5,1.0,1.0,3.0,0,0.0,0
2,3,25,28,1,0,25,2,1.0,129,0.857142857,0.625,63.0,1,0.5,0
2,4,22,21,1,0,22,2,2.0,87,0.916666667,0.6,42.5,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
5,5,10,12,10,0,10,1,2.0,33,0.8888888890000001,0.7,5.6,2,1.0,0
2,3,30,55,1,0,30,2,2.0,245,0.857142857,0.625,121.5,1,0.5,0
2,3,21,28,1,0,21,2,1.0,127,0.857142857,0.625,62.0,1,0.5,0
13,4,27,154,74,3,24,3,0.958333333,1104,0.725,0.5,83.61538462,1,0.8462,1
2,8,5,5,1,0,5,1,2.0,10,0.966666667,0.75,3.5,1,0.5,0
6,5,22,39,3,4,18,5,0.8666666670000001,280,0.924528302,0.7333333329999999,45.16666667,1,0.6667,2
1,6,1,2,0,0,1,1,2.0,4,1.0,1.0,3.0,0,0.0,0
4,5,4,7,6,0,4,1,2.0,16,0.914285714,0.625,3.0,1,0.75,0
5,5,15,21,4,4,11,4,0.916666667,89,0.942307692,0.4375,16.2,2,0.8,0
3,5,18,30,3,0,18,1,1.071428571,448,0.957446809,0.666666667,146.0,1,0.6667,1
4,6,8,13,4,0,8,1,1.0,52,0.913043478,0.5555555560000001,11.25,1,0.5,0
2,3,14,11,1,0,14,2,2.0,55,0.857142857,0.625,26.5,1,0.5,0
8,1,20,31,24,4,16,6,0.87755102,277,0.0,0.4,32.75,4,2.75,0
2,4,7,3,0,6,1,0,0.0,21,1.0,0.666666667,9.0,0,0.0,0
2,3,14,24,1,0,14,2,2.0,114,0.857142857,0.625,56.0,1,0.5,0
5,6,15,32,8,0,15,3,1.0,116,0.947368421,0.4375,21.6,1,0.6,0
2,3,10,7,1,0,10,2,2.0,21,0.857142857,0.625,9.5,1,0.5,0
5,5,17,31,8,1,16,3,1.0,155,0.942307692,0.5,29.4,1,0.6,0
7,4,33,102,19,4,29,3,1.0,507,0.852941176,0.566666667,71.0,1,0.7143,0
2,4,7,6,1,0,7,1,2.0,19,0.8888888890000001,0.625,8.5,1,0.5,0
4,5,11,19,4,0,11,3,1.0,77,0.9607843140000001,0.5555555560000001,17.5,1,0.5,0
2,3,17,25,1,0,17,2,2.0,109,0.857142857,0.625,53.5,1,0.5,0
4,3,10,19,2,2,8,2,0.7777777779999999,88,0.923076923,0.666666667,20.25,2,0.75,0
2,3,22,30,1,0,22,2,2.0,117,0.857142857,0.625,57.5,1,0.5,2
3,4,9,20,3,0,9,1,1.0,174,0.956521739,0.666666667,56.0,1,0.6667,0
5,4,12,19,10,0,12,1,1.0,65,0.8787878790000001,0.37142857100000004,11.8,2,1.0,0
4,3,12,27,2,1,11,2,0.7777777779999999,116,0.923076923,0.666666667,27.25,2,0.75,0
0,1,0,0,0,0,0,0,2.0,29,0.0,0.0,0.0,0,0.0,0
7,4,25,53,19,2,23,3,1.0,317,0.852941176,0.5,43.71428571,1,0.7143,0
1,2,5,2,0,1,4,1,2.0,31,1.0,1.0,30.0,0,0.0,0
4,6,14,50,4,0,14,3,0.833333333,188,0.966101695,0.41666666700000005,45.5,15,4.25,0
5,5,6,11,10,0,6,1,2.0,28,0.8888888890000001,0.7,4.6,3,1.2,0
0,1,1,0,0,1,0,0,2.0,17,0.0,0.0,0.0,0,0.0,0
2,3,15,21,1,0,15,2,1.0,84,0.857142857,0.625,40.5,1,0.5,0
9,6,17,39,6,0,17,1,0.614583333,1039,0.870967742,0.38888888899999996,113.1111111,10,1.8889,0
2,3,10,18,1,0,10,2,2.0,63,0.857142857,0.625,30.5,6,3.0,0
5,5,16,28,8,1,15,3,1.0,121,0.942307692,0.5,22.6,1,0.6,0
3,5,21,24,3,0,21,1,2.0,113,0.9090909090000001,0.7222222220000001,36.66666667,1,0.6667,0
2,3,18,17,1,0,18,2,2.0,77,0.857142857,0.625,37.5,1,0.5,0
11,1,41,108,55,3,38,5,1.1,1257,0.0,0.21969697,113.0,22,3.2727,0
2,3,13,16,1,0,13,2,2.0,58,0.857142857,0.625,28.0,1,0.5,0
2,4,28,29,1,0,28,2,2.0,111,0.933333333,0.6,54.5,1,0.5,0
2,3,15,14,1,0,15,2,2.0,56,0.857142857,0.625,27.0,1,0.5,0
2,3,10,21,1,0,10,2,2.0,89,0.857142857,0.625,43.5,8,4.0,0
2,3,9,8,1,0,9,2,2.0,26,0.857142857,0.625,12.0,1,0.5,0
4,5,11,14,4,1,10,3,1.0,55,0.9607843140000001,0.5555555560000001,12.0,1,0.5,0
3,7,12,10,3,5,7,1,2.0,50,0.954545455,0.5,15.66666667,1,0.6667,0
2,3,32,60,1,0,32,2,2.0,283,0.857142857,0.625,140.5,1,0.5,0
4,3,32,37,6,1,31,2,2.0,169,0.666666667,0.4,41.25,1,0.75,0
4,6,9,14,4,0,9,1,1.0,58,0.913043478,0.5555555560000001,12.75,1,0.5,0
3,5,4,15,1,0,4,2,0.75,47,0.98245614,0.666666667,14.0,2,0.6667,0
2,3,15,17,1,0,15,2,2.0,61,0.857142857,0.625,29.5,1,0.5,0
4,5,25,50,4,1,24,3,1.0,285,0.9607843140000001,0.5555555560000001,69.5,1,0.5,0
3,5,20,13,3,13,7,2,1.0,45,0.9523809520000001,0.666666667,13.33333333,2,0.6667,0
3,3,18,27,3,0,18,2,1.0,135,0.75,0.40740740700000005,43.66666667,8,3.0,0
7,5,36,65,15,1,35,4,0.944444444,756,0.907407407,0.47619047600000003,106.57142859999999,1,0.7143,0
7,5,15,27,15,0,15,1,0.944444444,97,0.8,0.611111111,12.42857143,1,0.7143,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
4,6,9,13,4,0,9,1,1.0,45,0.916666667,0.5555555560000001,9.5,1,0.5,0
6,5,30,38,13,0,30,1,0.933333333,178,0.833333333,0.6,28.16666667,1,0.6667,0
4,5,13,27,4,1,12,3,1.0,166,0.9607843140000001,0.5555555560000001,39.75,1,0.5,0
14,1,56,134,15,3,53,4,0.865384615,1555,0.0,0.237179487,108.6428571,20,5.7143,0
5,5,15,22,8,1,14,3,1.0,81,0.942307692,0.5,14.6,1,0.6,0
2,3,15,11,1,0,15,2,2.0,41,0.857142857,0.625,19.5,1,0.5,0
2,4,24,28,1,0,24,2,2.0,184,0.916666667,0.6,91.0,1,0.5,0
8,6,23,31,22,0,23,2,0.9523809520000001,122,0.7777777779999999,0.666666667,13.875,1,0.75,0
5,6,8,14,8,0,8,1,1.0,50,0.875,0.5,8.4,1,0.6,0
2,3,14,16,1,0,14,2,2.0,53,0.857142857,0.625,25.5,1,0.5,0
3,1,6,14,1,2,4,1,0.75,38,0.0,0.5,11.0,1,0.3333,0
2,3,16,31,1,0,16,2,2.0,131,0.857142857,0.625,64.5,1,0.5,0
12,4,41,141,36,3,39,10,0.931818182,842,0.7222222220000001,0.262626263,68.83333333,9,1.75,0
5,5,14,22,4,2,12,4,0.916666667,109,0.942307692,0.666666667,20.2,1,0.6,0
6,1,42,75,13,3,39,4,1.0,612,0.0,0.314285714,100.5,1,0.6667,0
2,4,5,4,1,0,5,2,2.0,13,0.875,0.625,5.5,1,0.5,0
4,5,15,21,4,0,15,3,1.0,84,0.9607843140000001,0.5555555560000001,19.25,1,0.5,0
7,3,66,13,15,58,8,6,0.966666667,65,0.642857143,0.30952381,7.571428571,2,1.1429,0
5,2,2,13,10,0,2,5,2.0,76,0.80952381,0.6,14.2,2,1.0,0
4,5,17,32,4,0,17,3,1.0,194,0.9607843140000001,0.5555555560000001,46.75,1,0.5,0
2,4,17,16,1,0,17,2,2.0,61,0.933333333,0.6,29.5,1,0.5,0
5,7,8,14,8,0,8,1,1.0,46,0.933333333,0.5,7.6,1,0.6,0
2,3,20,19,1,0,20,2,2.0,88,0.857142857,0.625,43.0,1,0.5,0
6,4,19,24,15,0,19,1,1.0,82,0.852941176,0.404761905,12.5,2,1.0,0
2,3,22,19,1,0,22,2,1.0,78,0.857142857,0.625,37.5,1,0.5,0
2,3,10,14,1,0,10,2,2.0,41,0.857142857,0.625,19.5,1,0.5,0
6,8,15,23,15,0,15,1,1.066666667,128,0.916666667,0.4,19.83333333,1,0.6667,0
2,3,13,11,1,0,13,2,2.0,34,0.857142857,0.625,16.0,1,0.5,0
2,3,19,22,1,0,19,2,1.0,140,0.857142857,0.625,68.5,1,0.5,0
2,3,9,8,1,0,9,2,2.0,34,0.857142857,0.625,16.0,1,0.5,0
7,6,21,35,9,0,21,1,0.8888888890000001,160,0.814814815,0.666666667,21.42857143,1,0.7143,0
4,5,12,18,4,1,11,3,1.0,75,0.9607843140000001,0.5555555560000001,17.0,1,0.5,0
2,3,17,18,1,0,17,2,2.0,67,0.857142857,0.625,32.5,1,0.5,0
5,6,12,20,4,0,12,1,0.916666667,87,0.875,0.666666667,15.8,1,0.6,0
2,3,8,7,1,0,8,2,2.0,24,0.857142857,0.625,11.0,1,0.5,0
1,1,8,2,0,7,1,0,2.0,69,0.0,0.0,21.0,0,0.0,0
4,6,8,13,4,0,8,1,1.0,42,0.916666667,0.5555555560000001,8.75,1,0.5,0
21,4,25,73,66,0,25,2,0.790384615,3723,0.6984126979999999,0.25,175.047619,12,5.619,0
3,7,7,23,1,0,7,2,1.0,72,0.983050847,0.666666667,22.0,2,0.6667,0
2,3,10,7,1,0,10,2,2.0,28,0.857142857,0.625,13.0,1,0.5,0
2,3,17,16,1,0,17,2,2.0,251,0.857142857,0.625,124.5,1,0.5,0
2,4,4,5,1,0,4,1,2.0,22,0.967741935,0.666666667,10.0,1,0.5,0
2,3,16,18,1,0,16,2,2.0,75,0.857142857,0.625,36.5,1,0.5,0
2,5,8,10,1,0,8,2,2.0,39,0.933333333,0.666666667,18.5,3,1.5,0
2,3,12,15,1,0,12,2,2.0,58,0.857142857,0.625,28.0,1,0.5,0
2,7,5,5,1,0,5,1,2.0,13,0.96875,0.75,5.0,1,0.5,0
5,5,13,17,10,0,13,1,2.0,51,0.8888888890000001,0.7,9.2,1,0.8,0
2,3,17,12,1,0,17,2,1.0,53,0.857142857,0.625,25.0,1,0.5,0
4,4,23,54,4,0,23,3,1.0,221,0.931034483,0.5555555560000001,53.5,1,0.5,1
4,5,4,7,6,0,4,1,2.0,16,0.914285714,0.625,3.0,1,0.75,0
0,1,75,0,0,75,0,0,2.0,8,0.0,0.0,0.0,0,0.0,0
7,5,22,45,9,4,18,5,0.8888888890000001,261,0.907407407,0.583333333,35.85714286,1,0.7143,0
9,5,31,80,30,4,27,4,0.958333333,632,0.875,0.520833333,68.88888889,1,0.7778,0
2,3,21,17,1,0,21,2,2.0,79,0.857142857,0.625,38.5,1,0.5,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
6,6,12,19,9,0,12,1,0.933333333,89,0.84,0.7333333329999999,13.33333333,1,0.6667,0
2,3,16,19,1,0,16,2,2.0,133,0.857142857,0.625,65.5,1,0.5,0
2,3,9,8,1,0,9,2,2.0,29,0.857142857,0.625,13.5,1,0.5,0
2,3,20,21,1,0,20,2,1.0,82,0.857142857,0.625,39.5,1,0.5,0
4,6,19,32,4,2,17,3,1.0,136,0.9642857140000001,0.5555555560000001,32.25,1,0.5,0
11,3,15,51,7,0,15,7,0.8375,692,0.666666667,0.36,61.18181818,9,2.9091,0
5,5,24,38,2,2,22,1,0.875,337,0.918367347,0.533333333,64.8,1,0.8,0
3,5,19,41,3,0,19,2,1.0,352,0.9607843140000001,0.5555555560000001,115.33333329999999,9,4.6667,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
4,5,11,28,4,0,11,3,1.0,138,0.9607843140000001,0.5555555560000001,32.75,1,0.5,0
4,3,10,27,0,0,10,2,0.944444444,333,0.9,0.5,79.25,7,2.0,0
2,3,16,18,1,0,16,2,2.0,65,0.857142857,0.625,31.5,1,0.5,0
2,3,9,8,1,0,9,2,2.0,25,0.857142857,0.625,11.5,1,0.5,0
3,3,17,18,1,0,17,2,0.5,82,0.857142857,0.625,26.0,1,0.3333,0
6,5,17,35,9,3,14,4,0.933333333,168,0.924528302,0.5,26.5,1,0.6667,0
6,4,15,21,15,0,15,1,1.0,79,0.852941176,0.404761905,12.0,2,1.1667,0
4,7,6,13,4,0,6,1,1.0,43,0.933333333,0.666666667,9.0,2,0.75,0
7,7,8,25,19,0,8,1,1.0,97,0.893617021,0.444444444,12.42857143,1,0.7143,0
2,4,11,5,1,0,11,2,2.0,15,0.916666667,0.6,6.5,1,0.5,0
4,4,9,13,4,0,9,3,1.0,52,0.931034483,0.5555555560000001,11.25,1,0.5,0
2,3,14,16,1,0,14,2,2.0,65,0.857142857,0.625,31.5,1,0.5,0
4,6,3,9,6,1,2,2,1.111111111,32,0.962264151,1.0,6.25,1,0.5,0
5,5,10,12,10,0,10,1,2.0,29,0.8888888890000001,0.7,4.8,1,0.8,0
3,5,3,8,3,1,2,2,1.166666667,29,0.9722222220000001,1.0,7.666666667,1,0.3333,0
2,3,8,6,1,0,8,2,2.0,19,0.857142857,0.625,8.5,1,0.5,0
5,3,27,29,10,0,27,2,2.0,184,0.6,0.68,35.8,1,0.8,0
2,3,20,16,1,0,20,2,1.0,60,0.857142857,0.625,28.5,1,0.5,0
4,5,7,13,6,0,7,1,2.0,47,0.914285714,0.625,10.75,1,0.75,0
2,3,22,22,1,0,22,2,1.0,114,0.857142857,0.625,55.5,1,0.5,0
3,3,17,29,1,0,17,2,0.75,106,0.857142857,0.625,33.66666667,1,0.3333,0
5,5,14,33,4,0,14,3,0.857142857,559,0.916666667,0.46666666700000003,109.4,16,3.8,0
2,6,8,19,1,0,8,1,1.0,266,0.9827586209999999,0.625,128.0,13,6.5,0
6,6,13,29,9,0,13,1,0.666666667,923,0.9152542370000001,0.583333333,151.33333330000002,1,0.8333,0
2,8,1,3,1,0,1,2,2.0,7,0.989247312,1.0,2.5,1,0.5,0
3,4,1,9,3,0,1,3,2.0,24,0.955555556,0.5555555560000001,7.0,1,0.6667,0
11,2,4,59,31,0,4,2,0.8625,546,0.181818182,0.171428571,47.90909091,7,2.0909,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
4,3,3,14,6,0,3,1,2.0,110,0.9302325579999999,0.5,26.5,4,1.5,0
0,1,0,0,0,0,0,0,2.0,9,0.0,0.0,0.0,0,0.0,0
5,7,12,19,8,0,12,2,0.75,82,0.956521739,0.36666666700000006,15.2,2,1.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
3,2,6,6,1,3,3,3,0.0,20,0.9,0.5555555560000001,5.333333333,1,0.6667,0
0,1,0,0,0,0,0,0,2.0,17,0.0,0.0,0.0,0,0.0,0
3,9,12,14,3,0,12,3,2.0,65,0.9789473679999999,0.5555555560000001,20.66666667,2,1.0,0
0,1,0,0,0,0,0,0,2.0,20,0.0,0.0,0.0,0,0.0,0
9,2,12,26,18,3,9,9,0.65625,259,0.692307692,0.253968254,27.33333333,9,3.0,0
2,1,6,32,0,0,6,2,0.0,233,0.0,1.0,115.0,1,0.5,0
5,3,4,24,10,0,4,1,1.0,165,0.9090909090000001,0.44,31.8,2,1.0,0
2,5,1,3,1,0,1,1,2.0,7,0.979166667,1.0,2.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
4,3,2,19,4,0,2,2,2.0,62,0.8,0.5,14.5,2,1.0,0
12,2,11,50,54,2,10,11,0.818181818,327,0.42105263200000004,0.26666666699999997,26.0,10,2.5833,0
0,1,0,0,0,0,0,0,2.0,14,0.0,0.0,0.0,0,0.0,0
5,6,8,16,8,1,7,1,0.75,92,0.954545455,0.4,17.2,3,1.4,0
3,3,4,4,3,2,2,0,2.0,27,0.9375,0.666666667,8.0,6,2.3333,0
0,1,0,0,0,0,0,0,2.0,10,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,11,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,10,0.0,0.0,0.0,0,0.0,0
6,1,4,17,5,4,0,6,0.46666666700000003,95,0.0,0.444444444,14.33333333,5,1.6667,0
4,3,8,21,6,2,6,0,1.333333333,239,0.9090909090000001,0.5,58.5,8,3.75,0
15,2,9,33,103,2,7,15,0.9285714290000001,138,0.580645161,0.29333333300000003,8.133333333,2,0.9333,0
4,3,4,15,6,0,4,1,2.0,123,0.9302325579999999,0.5,29.75,2,1.0,0
0,1,0,0,0,0,0,0,2.0,15,0.0,0.0,0.0,0,0.0,0
6,3,7,30,15,0,7,2,1.2,178,0.857142857,0.5555555560000001,28.5,6,2.0,0
6,5,43,68,11,5,39,2,0.95,562,0.911111111,0.311111111,92.0,16,3.3333,0
3,4,1,7,3,0,1,1,2.0,37,0.955555556,0.5555555560000001,11.33333333,1,0.6667,0
0,1,0,0,0,0,0,0,2.0,12,0.0,0.0,0.0,0,0.0,0
5,6,14,60,8,0,14,2,0.916666667,232,0.954545455,0.36666666700000006,44.8,5,2.0,0
3,2,3,17,1,0,3,2,1.5,155,0.666666667,0.444444444,50.33333333,4,1.6667,0
5,3,8,25,10,0,8,2,1.25,143,0.882352941,0.4,27.4,12,3.2,0
2,5,1,3,1,0,1,1,2.0,7,0.978723404,1.0,2.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,14,0.0,0.0,0.0,0,0.0,0
6,1,15,23,5,14,1,3,1.0,172,0.0,0.46666666700000003,26.5,7,1.8333,0
4,3,2,40,0,0,2,3,0.333333333,384,0.8,0.5,94.5,2,1.0,0
0,1,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
3,2,3,22,1,0,3,2,1.5,477,0.666666667,0.444444444,157.66666669999998,4,1.6667,0
5,7,51,96,6,0,51,2,0.75,703,0.956989247,0.36666666700000006,139.2,5,1.8,0
0,1,0,0,0,0,0,0,2.0,1,0.0,0.0,0.0,0,0.0,0
12,1,2,55,52,1,1,8,0.833333333,603,0.0,0.386363636,48.75,9,1.8333,0
1,3,0,2,0,0,0,1,2.0,6,1.0,1.0,4.0,0,0.0,0
7,2,8,15,13,3,5,7,0.375,90,0.75,0.542857143,11.28571429,3,1.1429,0
0,1,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
3,4,1,4,3,0,1,1,2.0,10,0.956521739,1.0,2.333333333,1,0.6667,0
0,1,0,0,0,0,0,0,2.0,10,0.0,0.0,0.0,0,0.0,0
5,3,8,29,8,0,8,2,1.0,168,0.882352941,0.533333333,32.2,11,2.8,0
4,3,5,15,6,1,4,1,2.0,137,0.9302325579999999,0.5,33.25,2,1.0,0
14,2,14,22,91,11,3,14,1.0,162,0.580645161,0.5,10.35714286,4,1.5714,0
0,1,0,0,0,0,0,0,2.0,50,0.0,0.0,0.0,0,0.0,0
3,2,3,17,1,0,3,2,1.5,125,0.666666667,0.444444444,40.33333333,4,1.6667,0
9,2,3,18,36,1,2,9,2.0,96,0.692307692,0.5,9.666666667000001,3,1.3333,0
0,1,0,0,0,0,0,0,2.0,24,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,17,0.0,0.0,0.0,0,0.0,0
3,2,6,4,3,3,3,3,1.0,17,0.9,0.583333333,4.0,1,0.6667,0
8,2,6,20,0,3,3,8,0.428571429,92,0.72,0.45833333299999995,10.25,4,1.25,0
6,3,4,12,15,2,2,1,1.0,50,0.8888888890000001,0.5,7.166666667,1,0.8333,0
0,1,0,0,0,0,0,0,2.0,6,0.0,0.0,0.0,0,0.0,0
20,1,10,107,54,0,10,6,0.834008097,2178,0.0,0.30526315800000003,106.6,28,6.25,0
4,3,4,17,6,0,4,1,1.0,189,0.9302325579999999,0.5,46.0,5,1.75,0
0,1,0,0,0,0,0,0,2.0,51,0.0,0.0,0.0,0,0.0,0
20,1,37,90,190,17,20,16,1.0300751879999999,1367,0.0,0.182142857,67.0,21,6.5,0
4,6,11,37,4,0,11,2,0.666666667,98,0.9655172409999999,0.375,23.25,1,0.75,0
4,3,4,14,6,0,4,1,2.0,131,0.9302325579999999,0.5,31.75,2,1.0,0
0,1,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
7,4,3,27,21,1,2,1,2.0,194,0.739130435,1.0,26.71428571,15,2.8571,0
3,2,3,17,1,0,3,2,1.5,200,0.666666667,0.444444444,65.33333333,4,1.6667,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,16,0.0,0.0,0.0,0,0.0,0
4,1,5,21,0,1,4,3,0.833333333,130,0.0,0.444444444,31.0,8,2.25,0
1,3,0,2,0,0,0,1,2.0,6,1.0,1.0,4.0,0,0.0,0
17,2,8,37,134,2,7,17,0.96875,403,0.333333333,0.215686275,22.58823529,28,3.8235,0
10,3,15,35,27,3,12,9,0.933333333,508,0.8771929820000001,0.283950617,48.8,9,2.9,0
7,3,14,31,3,3,11,7,0.9285714290000001,331,0.892857143,0.28571428600000004,45.28571429,6,2.4286,0
4,3,6,23,6,0,6,1,1.0,337,0.9302325579999999,0.5,83.0,7,2.25,0
19,2,13,63,91,2,11,18,0.85,516,0.514285714,0.245614035,25.63157895,7,2.2632,0
3,4,1,4,3,0,1,1,2.0,10,0.956521739,1.0,2.333333333,1,0.6667,0
9,2,3,17,6,1,2,9,0.375,63,0.692307692,0.5,5.8888888889999995,1,0.8889,0
7,6,35,73,19,0,35,2,0.854166667,698,0.933333333,0.303571429,97.57142857,9,3.8571,0
0,1,0,0,0,0,0,0,2.0,5,0.0,0.0,0.0,0,0.0,0
5,3,6,23,10,0,6,1,0.875,155,0.9090909090000001,0.5,29.6,3,1.2,0
0,1,0,0,0,0,0,0,2.0,6,0.0,0.0,0.0,0,0.0,0
10,1,122,42,25,122,0,10,0.111111111,300,0.0,0.4,28.9,4,1.9,0
6,3,7,28,15,0,7,2,1.2,141,0.857142857,0.5555555560000001,22.33333333,7,1.8333,0
4,6,13,52,4,0,13,2,0.666666667,229,0.9655172409999999,0.375,55.5,1,0.75,0
3,2,4,6,1,1,3,3,0.0,20,0.9,0.5555555560000001,5.333333333,1,0.6667,0
0,1,1,0,0,1,0,0,2.0,14,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
3,4,2,22,3,0,2,2,2.0,102,0.894736842,1.0,33.0,8,3.0,0
20,2,9,61,128,2,7,19,0.8646616540000001,507,0.5,0.3125,23.65,7,2.25,0
0,1,0,0,0,0,0,0,2.0,36,0.0,0.0,0.0,0,0.0,0
7,1,6,20,21,6,0,6,1.166666667,113,0.0,0.428571429,14.42857143,2,1.1429,0
3,4,7,18,3,0,7,2,1.5,80,0.9411764709999999,0.5555555560000001,25.33333333,6,2.3333,0
9,1,4,12,24,4,0,9,0.645833333,222,0.0,0.333333333,23.0,29,4.0,0
0,1,0,0,0,0,0,0,2.0,10,0.0,0.0,0.0,0,0.0,0
10,1,9,36,5,6,3,10,0.791666667,284,0.0,0.475,26.6,3,2.3,0
5,2,3,29,8,0,3,2,1.25,628,0.5,0.4,124.0,4,2.0,0
3,3,7,19,3,0,7,1,1.0,210,0.9523809520000001,0.5555555560000001,68.66666667,6,2.3333,0
0,1,0,0,0,0,0,0,2.0,11,0.0,0.0,0.0,0,0.0,0
2,2,12,12,0,1,11,2,0.666666667,67,0.947368421,0.571428571,31.0,4,2.0,0
16,4,23,56,104,1,22,3,0.937777778,318,0.658536585,0.333333333,17.9375,3,1.125,0
3,2,3,17,1,0,3,2,1.5,170,0.666666667,0.444444444,55.33333333,4,1.6667,0
0,1,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
5,3,11,27,10,3,8,1,1.0,259,0.9090909090000001,0.45,50.6,6,1.8,0
0,1,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
6,1,2,11,1,2,0,6,0.533333333,61,0.0,0.444444444,8.666666667000001,2,1.0,0
1,1,4,1,0,3,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
6,1,4,50,15,0,4,3,2.0,273,0.0,0.25,44.5,4,1.3333,0
0,1,0,0,0,0,0,0,2.0,11,0.0,0.0,0.0,0,0.0,0
1,1,2,1,0,2,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,3,2,17,1,0,2,2,2.0,56,0.857142857,0.5,17.66666667,2,1.0,0
12,2,7,25,62,3,4,12,0.939393939,226,0.620689655,0.38888888899999996,17.58333333,6,1.9167,0
17,3,15,60,136,3,12,17,0.958333333,328,0.666666667,0.282352941,18.11764706,10,2.1765,0
2,3,3,8,1,1,2,2,2.0,21,0.96969697,0.75,9.5,1,0.5,0
3,4,1,7,3,0,1,1,2.0,39,0.955555556,0.5555555560000001,12.0,1,0.6667,0
4,6,11,36,4,0,11,2,0.666666667,96,0.9655172409999999,0.375,22.75,1,0.75,0
6,2,6,11,3,3,3,6,0.0,49,0.7826086959999999,0.5,7.0,1,0.8333,0
6,3,7,28,15,0,7,2,1.2,141,0.857142857,0.5555555560000001,22.33333333,7,1.8333,0
0,1,0,0,0,0,0,0,2.0,9,0.0,0.0,0.0,0,0.0,0
