wmc,dit,cbo,rfc,ca,ce,npm,lcom3,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,6,9,13,0,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
2,4,29,26,0,29,2,2.0,145,0.944444444,0.625,2,2,71.5,1,0.5,0
6,2,31,60,0,31,3,1.133333333,613,0.545454545,0.35714285700000004,0,0,100.66666670000001,25,9.3333,0
2,3,4,5,0,4,2,2.0,15,0.857142857,0.666666667,0,0,6.5,1,0.5,0
5,7,12,17,0,12,1,0.916666667,68,0.892857143,0.666666667,2,4,12.0,1,0.6,0
6,6,16,24,0,16,1,0.8666666670000001,102,0.851851852,0.7333333329999999,2,3,15.5,1,0.6667,0
4,5,15,29,2,13,3,1.0,109,0.9607843140000001,0.5555555560000001,4,8,25.5,1,0.5,0
2,3,12,15,0,12,2,2.0,57,0.875,0.625,1,1,27.5,4,2.0,1
4,7,9,13,0,9,1,1.0,43,0.9259259259999999,0.5555555560000001,2,2,9.0,1,0.5,0
2,3,15,27,0,15,2,2.0,130,0.875,0.625,1,1,64.0,1,0.5,1
2,3,12,17,0,12,2,2.0,62,0.875,0.6,1,1,30.0,4,2.0,0
5,1,3,43,0,3,4,0.583333333,329,0.0,0.41666666700000005,0,0,63.6,1,0.6,0
4,7,9,13,0,9,1,1.0,43,0.923076923,0.5555555560000001,2,2,9.0,1,0.5,0
21,1,176,65,154,22,18,0.933333333,470,0.0,0.185,0,0,21.095238100000003,5,2.4286,4
2,3,18,13,0,18,2,2.0,58,0.875,0.625,1,1,28.0,4,2.0,1
2,3,11,16,0,11,2,2.0,61,0.875,0.625,1,1,29.5,4,2.0,1
4,4,18,19,5,13,3,1.0,101,0.961538462,0.666666667,2,3,23.5,1,0.5,0
5,6,16,18,0,16,1,0.916666667,61,0.884615385,0.666666667,2,3,10.6,1,0.6,0
5,5,10,18,0,10,1,0.916666667,78,0.88,0.666666667,2,3,14.0,1,0.6,1
15,1,41,97,7,35,8,1.05,584,0.0,0.214285714,0,0,37.26666667,9,1.7333,14
4,4,8,13,0,8,3,1.0,53,0.9411764709999999,0.5555555560000001,3,4,11.5,1,0.5,0
4,4,11,29,1,10,3,1.0,130,0.96875,0.5555555560000001,3,5,30.75,1,0.5,2
6,7,13,20,0,13,1,0.8666666670000001,75,0.857142857,0.7333333329999999,2,3,11.0,1,0.6667,1
5,5,2,10,0,2,2,1.083333333,35,0.9538461540000001,1.0,4,6,5.4,1,0.6,0
4,2,80,16,71,9,3,1.0,53,0.666666667,0.666666667,1,1,11.75,1,0.5,0
6,4,8,13,1,7,1,2.0,34,0.857142857,0.75,1,2,4.666666667,1,0.8333,0
3,3,37,48,0,37,2,0.875,239,0.857142857,0.666666667,1,1,77.33333333,12,4.0,6
5,5,11,17,0,11,1,1.0,60,0.88,0.5,2,5,10.4,1,0.6,2
2,3,13,18,0,13,2,2.0,67,0.875,0.6,1,1,32.5,4,2.0,0
2,2,9,26,1,8,2,2.0,144,0.962962963,0.666666667,1,3,71.0,10,5.0,2
12,4,27,68,0,27,2,0.977272727,1818,0.607142857,0.27380952399999997,1,2,150.16666669999998,14,3.0,2
4,4,15,23,1,14,3,1.0,94,0.97826087,0.5555555560000001,3,10,21.75,1,0.5,0
2,3,15,19,0,15,2,2.0,83,0.875,0.625,1,1,40.5,7,3.5,1
2,4,5,4,0,5,2,2.0,11,0.8888888890000001,0.625,2,2,4.0,1,0.5,0
2,1,2,5,1,1,2,2.0,27,0.0,0.75,0,0,12.5,3,1.5,0
2,3,8,22,0,8,2,1.0,79,0.875,0.666666667,1,1,38.0,5,2.5,1
5,2,17,35,0,17,2,0.8125,300,0.826086957,0.8,1,1,57.4,4,1.6,2
3,1,3,9,0,3,2,1.0,31,0.0,0.333333333,0,0,9.0,2,1.0,0
2,3,7,11,0,7,2,2.0,45,0.875,0.625,1,1,21.5,3,1.5,1
5,4,29,97,1,28,3,1.0,559,0.942307692,0.4,3,5,110.2,2,0.8,5
2,3,8,13,0,8,2,2.0,49,0.875,0.625,1,1,23.5,4,2.0,1
5,5,13,20,0,13,1,0.916666667,92,0.88,0.666666667,2,3,16.8,1,0.6,1
4,4,28,56,1,27,3,1.0,282,0.9655172409999999,0.5555555560000001,3,7,68.75,1,0.5,0
2,3,20,20,0,20,2,2.0,89,0.875,0.625,1,1,43.5,6,3.0,1
5,6,14,23,0,14,1,0.9375,105,0.884615385,0.666666667,2,3,19.2,1,0.6,0
6,2,28,65,0,28,2,0.981818182,724,0.826086957,0.35,1,2,117.83333329999999,17,3.3333,5
50,2,5,51,0,5,50,2.0,151,0.6597222220000001,0.185,0,0,2.02,1,0.98,0
1,1,2,1,1,1,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
4,5,24,30,1,23,3,1.0,111,0.9607843140000001,0.5555555560000001,4,8,26.0,1,0.5,0
5,4,19,32,2,17,4,0.916666667,164,0.967741935,0.666666667,3,9,31.2,1,0.6,2
5,7,12,17,0,12,1,0.916666667,68,0.892857143,0.666666667,2,4,12.0,1,0.6,0
4,1,2,6,0,2,4,2.0,13,0.0,0.625,0,0,2.25,1,0.75,0
5,4,21,29,2,19,4,0.916666667,171,0.967741935,0.666666667,4,10,32.6,1,0.6,1
2,4,39,39,0,39,2,1.0,285,0.944444444,0.625,2,2,140.5,1,0.5,0
2,3,11,11,0,11,2,2.0,38,0.875,0.625,1,1,18.0,4,2.0,1
5,7,11,16,0,11,1,0.916666667,62,0.8888888890000001,0.666666667,2,3,10.8,1,0.6,0
5,6,13,20,0,13,1,0.916666667,72,0.884615385,0.666666667,2,3,12.8,1,0.6,0
2,3,13,12,0,13,2,2.0,49,0.875,0.625,1,1,23.5,2,1.0,3
2,3,9,7,0,9,2,2.0,28,0.875,0.625,1,1,13.0,2,1.0,1
5,7,17,21,0,17,1,0.916666667,82,0.892857143,0.666666667,2,3,14.8,1,0.6,0
2,3,15,22,0,15,2,2.0,140,0.875,0.625,1,1,69.0,1,0.5,0
6,1,28,41,21,7,4,0.975,446,0.0,0.311111111,0,0,72.0,21,6.3333,3
2,3,8,13,0,8,2,2.0,55,0.857142857,0.666666667,1,1,26.5,5,2.5,1
6,1,23,51,0,23,2,1.11,584,0.0,0.46666666700000003,0,0,93.0,11,4.3333,2
5,5,5,9,3,2,5,1.25,28,0.962962963,0.65,1,1,4.4,1,0.2,0
5,7,9,19,0,9,1,0.916666667,72,0.892857143,0.666666667,2,3,12.8,1,0.6,0
4,6,9,13,0,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
5,5,15,18,0,15,1,0.916666667,68,0.88,0.666666667,2,3,12.0,1,0.6,2
2,4,11,14,0,11,2,2.0,55,0.944444444,0.625,1,1,26.5,1,0.5,0
5,7,16,19,0,16,1,0.916666667,75,0.8888888890000001,0.666666667,2,3,13.4,1,0.6,0
5,6,17,20,0,17,1,0.916666667,71,0.884615385,0.666666667,2,3,12.6,1,0.6,0
4,4,8,13,0,8,3,1.0,53,0.9411764709999999,0.5555555560000001,3,4,11.5,1,0.5,0
2,2,4,5,0,4,2,2.0,23,0.75,0.625,1,1,10.5,1,0.5,0
2,2,4,3,0,4,2,2.0,7,0.8,0.666666667,1,1,2.5,1,0.5,0
5,6,17,20,0,17,1,0.916666667,71,0.884615385,0.666666667,2,3,12.6,1,0.6,0
4,6,8,13,0,8,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
8,1,21,25,0,21,7,1.142857143,136,0.0,0.291666667,0,0,15.875,5,1.875,9
5,7,12,18,0,12,1,1.0,53,0.8888888890000001,0.666666667,2,3,9.0,1,0.6,0
6,5,5,10,0,5,2,2.0,31,0.891304348,0.375,3,6,4.166666667,1,0.8333,2
5,5,13,17,0,13,1,0.916666667,60,0.88,0.666666667,2,3,10.4,1,0.6,0
2,3,7,13,0,7,2,2.0,43,0.857142857,0.666666667,0,0,20.5,3,1.5,1
5,5,18,30,5,13,4,1.0,108,0.942307692,0.5,4,13,20.0,1,0.6,0
2,3,4,4,0,4,2,2.0,12,0.857142857,0.666666667,1,1,5.0,1,0.5,0
5,4,22,51,2,20,4,0.916666667,262,0.95,0.583333333,3,5,50.8,1,0.6,0
2,4,20,16,0,20,2,2.0,68,0.944444444,0.625,1,1,33.0,1,0.5,0
2,3,17,15,0,17,2,2.0,68,0.875,0.625,1,1,33.0,1,0.5,0
6,7,25,30,0,25,2,0.933333333,111,0.8620689659999999,0.666666667,2,3,17.0,1,0.6667,0
4,5,15,29,2,13,3,1.0,109,0.9607843140000001,0.5555555560000001,4,8,25.5,1,0.5,0
3,3,9,19,0,9,2,0.75,72,0.875,0.666666667,1,1,22.33333333,5,1.6667,0
2,3,11,13,0,11,2,2.0,46,0.875,0.625,1,1,21.0,2,1.0,0
6,1,11,29,1,10,6,0.966666667,177,0.0,0.333333333,0,0,27.5,8,2.1667,1
4,5,16,19,1,15,3,1.0,70,0.9607843140000001,0.5555555560000001,4,7,15.75,1,0.5,1
5,4,12,16,0,12,1,1.25,52,0.875,0.55,2,3,9.2,4,1.4,0
4,4,28,70,1,27,3,1.0,401,0.97826087,0.5555555560000001,4,8,98.5,1,0.5,0
4,4,10,26,0,10,2,0.761904762,183,0.904761905,0.5,0,0,43.0,5,1.5,0
6,4,14,29,2,12,5,0.933333333,164,0.93442623,0.55,3,5,25.83333333,1,0.6667,0
5,7,12,17,0,12,1,0.916666667,68,0.892857143,0.666666667,2,4,12.0,1,0.6,0
4,6,9,13,0,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
5,8,27,32,0,27,1,0.916666667,128,0.896551724,0.666666667,2,3,24.0,1,0.6,0
2,1,6,2,4,2,2,2.0,2,0.0,0.75,0,0,0.0,1,1.0,0
1,1,10,1,6,4,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
2,3,10,13,0,10,2,2.0,47,0.875,0.625,1,1,22.5,1,0.5,0
2,2,8,14,0,8,2,2.0,52,0.8,0.666666667,1,1,25.0,4,2.0,1
2,2,17,18,0,17,2,2.0,86,0.8,0.666666667,1,1,42.0,1,0.5,0
2,3,14,15,0,14,2,2.0,54,0.875,0.625,1,1,26.0,3,1.5,0
5,2,29,58,0,29,2,0.9375,396,0.8636363640000001,0.5,1,2,76.6,10,2.4,1
13,1,35,128,2,33,4,0.911458333,1784,0.0,0.135416667,0,0,132.5384615,8,2.1538,0
4,5,9,13,0,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
13,4,43,107,5,40,0,0.9513888890000001,957,0.796296296,0.204545455,3,5,71.69230769,20,3.3846,3
2,3,16,18,0,16,2,2.0,68,0.875,0.625,1,1,33.0,1,0.5,1
2,3,14,29,0,14,2,2.0,169,0.875,0.625,1,1,83.5,1,0.5,1
2,3,15,17,0,15,2,2.0,67,0.875,0.6,1,1,32.5,1,0.5,1
3,3,13,13,0,13,2,0.5,48,0.875,0.625,1,1,14.66666667,4,1.3333,1
5,6,13,19,0,13,1,0.916666667,72,0.884615385,0.666666667,2,3,12.8,1,0.6,0
5,6,9,17,0,9,1,0.95,67,0.884615385,0.666666667,2,3,11.4,1,0.6,1
3,3,11,24,0,11,2,0.75,89,0.875,0.666666667,1,1,28.0,8,2.6667,1
4,2,5,15,1,4,3,1.333333333,94,0.884615385,0.583333333,2,4,22.25,3,1.75,0
4,5,2,9,0,2,2,1.111111111,32,0.969230769,1.0,4,6,6.25,1,0.5,0
2,3,13,9,0,13,2,2.0,27,0.875,0.625,1,1,12.5,2,1.0,0
4,3,27,22,5,22,3,2.0,115,0.7,0.583333333,1,1,27.75,3,1.25,1
2,3,9,18,0,9,2,2.0,69,0.875,0.666666667,1,1,33.5,6,3.0,1
6,5,25,36,6,19,5,0.933333333,156,0.924528302,0.7333333329999999,4,8,24.5,1,0.6667,1
18,3,21,75,0,21,11,0.9117647059999999,1654,0.529411765,0.343137255,0,0,90.0,15,3.1111,0
9,3,14,43,1,13,6,0.4125,363,0.72,0.3,0,0,38.22222222,9,1.7778,1
9,1,16,56,2,14,2,0.8125,378,0.0,0.229166667,0,0,40.77777778,17,4.6667,1
2,3,11,13,0,11,2,2.0,55,0.875,0.6,1,1,26.5,4,2.0,1
4,4,23,30,3,20,3,1.0,190,0.97826087,0.5555555560000001,3,10,45.75,1,0.5,0
6,4,17,21,0,17,1,0.933333333,77,0.833333333,0.6,2,5,11.33333333,1,0.6667,0
4,4,14,24,1,13,3,1.0,107,0.97826087,0.5555555560000001,3,10,25.0,1,0.5,0
3,4,23,19,0,23,2,0.5,148,0.944444444,0.625,2,2,48.0,1,0.3333,0
2,3,19,22,0,19,2,2.0,115,0.875,0.625,1,1,56.5,14,7.0,3
2,4,3,4,0,3,2,2.0,13,0.875,0.666666667,1,2,5.5,1,0.5,1
2,1,12,13,1,11,1,2.0,53,0.0,0.5,0,0,25.5,6,3.0,0
5,6,13,19,0,13,1,0.916666667,72,0.884615385,0.666666667,2,3,12.8,1,0.6,0
4,5,13,23,2,11,3,1.0,98,0.9607843140000001,0.5555555560000001,4,8,22.75,1,0.5,0
39,1,105,192,48,57,34,0.988721805,1753,0.0,0.149671053,0,0,43.76923077,11,2.9487,12
5,6,9,16,0,9,1,0.916666667,62,0.884615385,0.666666667,2,3,10.8,1,0.6,0
2,3,6,11,0,6,2,2.0,42,0.875,0.625,1,1,20.0,3,1.5,0
2,3,13,23,0,13,2,2.0,116,0.875,0.583333333,2,2,57.0,1,0.5,1
5,6,16,22,0,16,1,1.05,116,0.884615385,0.666666667,2,3,21.2,1,0.6,1
14,1,8,27,2,6,14,0.846153846,235,0.0,0.535714286,0,0,14.92857143,16,2.0,0
2,4,15,14,0,15,2,2.0,48,0.944444444,0.625,2,2,23.0,1,0.5,0
5,4,14,24,4,10,4,1.0,107,0.967741935,0.666666667,3,13,19.8,1,0.6,0
2,3,12,20,0,12,2,2.0,81,0.875,0.625,1,1,39.5,1,0.5,3
41,1,8,42,8,0,41,0.975,204,0.0,0.37195122,0,0,3.487804878,1,0.9756,0
9,1,23,37,4,19,6,0.75,1598,0.0,0.5,0,0,175.77777780000002,2,0.8889,0
2,3,14,17,0,14,2,2.0,66,0.875,0.625,1,1,32.0,7,3.5,1
2,3,8,15,0,8,2,2.0,60,0.875,0.625,1,1,29.0,4,2.0,1
2,3,14,11,0,14,2,2.0,42,0.875,0.625,1,1,20.0,3,1.5,1
5,1,12,27,3,9,5,1.0,291,0.0,0.6,0,0,55.8,17,4.2,1
2,3,13,16,0,13,2,2.0,61,0.875,0.625,1,1,29.5,4,2.0,1
2,2,4,5,0,4,2,2.0,23,0.75,0.625,1,1,10.5,1,0.5,0
3,3,9,24,0,9,2,0.75,83,0.857142857,0.666666667,1,1,26.0,4,1.3333,1
2,3,21,14,0,21,2,2.0,55,0.875,0.625,1,1,26.5,3,1.5,1
5,7,13,17,0,13,1,0.916666667,58,0.892857143,0.666666667,2,3,10.0,1,0.6,0
2,2,8,12,0,8,2,2.0,46,0.8,0.666666667,1,1,22.0,1,0.5,0
3,2,12,21,0,12,2,0.75,94,0.666666667,0.625,1,1,29.66666667,5,1.6667,0
3,1,27,18,17,10,1,0.75,62,0.0,0.5,0,0,19.0,4,1.3333,0
2,3,17,25,0,17,2,2.0,123,0.875,0.625,1,1,60.5,1,0.5,0
3,3,25,41,0,25,2,2.0,210,0.7777777779999999,0.47619047600000003,2,2,69.0,5,2.0,0
5,7,14,19,0,14,2,1.0,56,0.892857143,0.583333333,2,3,9.6,1,0.6,0
5,7,15,19,0,15,1,0.916666667,66,0.892857143,0.666666667,2,3,11.6,1,0.6,0
5,4,8,22,0,8,1,0.916666667,148,0.9347826090000001,0.5,1,2,28.0,1,0.6,1
3,4,21,50,0,21,2,1.0,627,0.894736842,0.46666666700000003,1,2,207.66666669999998,1,0.6667,1
73,1,15,75,0,15,73,0.980555556,241,0.0,0.073972603,0,0,2.232876712,1,0.9863,0
27,1,31,109,10,21,14,0.878205128,1113,0.0,0.219230769,0,0,39.77777778,13,2.7037,6
3,2,9,5,2,7,3,2.0,15,0.666666667,0.583333333,1,1,4.0,1,0.6667,0
2,3,10,12,0,10,2,2.0,49,0.875,0.625,1,1,23.5,1,0.5,0
5,7,15,18,0,15,1,0.916666667,64,0.8888888890000001,0.666666667,2,3,11.2,1,0.6,0
3,1,5,21,1,4,2,0.75,81,0.0,0.75,0,0,25.33333333,1,0.3333,0
3,3,25,74,0,25,1,0.916666667,354,0.977272727,0.75,2,3,115.0,11,3.6667,2
2,3,5,5,0,5,2,2.0,14,0.875,0.666666667,1,1,6.0,1,0.5,0
4,4,19,32,1,18,3,1.0,141,0.9607843140000001,0.5555555560000001,2,4,33.5,1,0.5,0
2,3,6,6,0,6,2,2.0,17,0.875,0.625,1,1,7.5,1,0.5,0
5,4,8,14,0,8,1,2.0,42,0.875,0.55,2,3,7.4,3,1.2,0
5,4,12,16,0,12,1,2.0,68,0.875,0.55,2,3,12.6,7,2.0,0
0,1,5,0,5,0,0,2.0,19,0.0,0.0,0,0,0.0,0,0.0,0
4,4,24,51,1,23,3,1.0,263,0.9655172409999999,0.5555555560000001,3,5,64.0,1,0.5,2
5,4,19,35,2,17,4,0.916666667,198,0.967741935,0.666666667,3,12,38.0,1,0.6,0
5,6,15,18,0,15,1,0.916666667,64,0.884615385,0.666666667,2,3,11.2,1,0.6,0
2,3,10,8,0,10,2,2.0,25,0.857142857,0.666666667,1,1,11.5,1,0.5,2
2,3,10,11,0,10,2,2.0,77,0.875,0.666666667,1,1,37.5,7,3.5,1
4,4,14,29,0,14,2,0.833333333,232,0.9090909090000001,0.5,0,0,55.0,5,1.5,1
5,7,15,18,0,15,1,0.916666667,64,0.8888888890000001,0.666666667,2,3,11.2,1,0.6,0
5,5,2,10,0,2,2,1.083333333,35,0.956521739,1.0,3,6,5.4,1,0.6,0
6,4,10,28,0,10,5,1.0,119,0.9069767440000001,0.45,2,2,18.33333333,5,1.6667,1
4,4,15,24,2,13,3,1.0,101,0.97826087,0.5555555560000001,3,9,23.5,1,0.5,0
6,4,25,49,2,23,5,0.95,242,0.957446809,0.5,4,11,38.66666667,1,0.6667,1
4,4,5,8,0,5,1,1.333333333,22,0.9032258059999999,0.4375,2,2,4.25,1,0.75,0
3,4,2,8,0,2,2,1.166666667,29,0.9841269840000001,1.0,3,3,7.666666667,1,0.3333,1
3,5,8,21,0,8,1,1.0,336,0.961538462,0.666666667,1,2,109.0,1,0.6667,0
4,2,9,25,2,7,2,2.0,124,0.884615385,0.583333333,2,5,30.0,8,3.0,0
5,7,21,25,0,21,1,0.916666667,99,0.892857143,0.666666667,2,3,18.2,1,0.6,0
3,3,14,33,0,14,2,0.75,237,0.875,0.666666667,1,1,77.33333333,24,8.0,2
6,2,13,49,0,13,2,0.96,498,0.826086957,0.6,1,1,78.66666667,8,2.1667,2
5,4,32,51,0,32,3,1.0,629,0.9285714290000001,0.4375,0,0,123.0,19,4.2,3
5,7,22,26,0,22,1,0.916666667,115,0.892857143,0.666666667,2,3,21.4,1,0.6,0
2,3,17,31,0,17,2,1.0,108,0.875,0.625,1,1,52.5,3,1.5,2
2,3,12,17,0,12,2,2.0,71,0.875,0.625,1,1,34.5,6,3.0,1
4,4,4,7,0,4,1,2.0,16,0.9032258059999999,0.4375,2,2,3.0,1,0.75,0
5,8,25,25,0,25,1,0.916666667,97,0.892857143,0.666666667,2,3,17.8,1,0.6,0
4,6,9,13,0,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
49,1,10,124,3,7,47,0.041666667000000004,786,0.0,0.212827988,0,0,15.02040816,2,1.7551,0
5,6,16,18,0,16,1,0.916666667,61,0.884615385,0.666666667,2,3,10.6,1,0.6,0
2,3,13,15,0,13,2,2.0,63,0.875,0.6,1,1,30.5,1,0.5,0
4,5,23,30,1,22,3,1.0,112,0.9607843140000001,0.5555555560000001,4,8,26.25,1,0.5,0
2,3,12,14,0,12,2,2.0,104,0.875,0.6,1,1,51.0,11,5.5,1
2,4,17,15,0,17,2,2.0,97,0.944444444,0.625,2,2,47.5,1,0.5,0
5,4,9,14,0,9,1,1.0,48,0.869565217,0.5,2,4,8.0,1,0.6,0
1,1,5,1,5,0,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
5,4,10,15,0,10,1,2.0,48,0.882352941,0.7,2,2,8.6,1,0.8,0
2,3,11,12,0,11,2,2.0,48,0.875,0.625,1,1,23.0,2,1.0,1
4,5,16,26,1,15,3,1.0,97,0.9607843140000001,0.5555555560000001,4,8,22.5,1,0.5,0
2,3,14,24,0,14,2,2.0,124,0.875,0.625,1,1,61.0,1,0.5,1
5,6,13,17,0,13,1,0.916666667,60,0.884615385,0.666666667,2,3,10.4,1,0.6,0
2,3,12,18,0,12,2,2.0,74,0.875,0.625,1,1,36.0,1,0.5,1
2,1,2,5,0,2,2,2.0,21,0.0,0.75,0,0,9.5,1,0.5,0
17,1,30,70,11,19,9,0.963541667,560,0.0,0.294642857,0,0,31.23529412,6,2.4706,0
4,2,6,9,1,5,2,2.0,37,0.884615385,0.583333333,1,3,8.25,2,1.0,0
5,1,9,38,1,8,2,0.25,177,0.0,0.5,0,0,34.2,8,2.4,3
6,4,18,25,0,18,1,1.0,92,0.833333333,0.6,2,5,13.83333333,1,0.6667,0
2,3,8,6,0,8,2,2.0,35,0.875,0.625,1,1,16.5,3,1.5,1
3,3,8,14,0,8,2,0.75,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,4,1,3,0,1,1,2.0,7,0.975609756,1.0,1,1,2.5,1,0.5,0
2,3,6,10,0,6,2,2.0,38,0.875,0.625,1,1,18.0,3,1.5,0
5,4,12,20,0,12,1,1.0,104,0.8787878790000001,0.37142857100000004,1,1,19.2,4,1.4,1
5,5,2,10,0,2,2,1.083333333,35,0.9538461540000001,1.0,4,6,5.4,1,0.6,0
2,4,4,4,0,4,2,2.0,11,0.8888888890000001,0.625,2,2,4.0,1,0.5,0
5,6,19,26,0,19,1,0.916666667,102,0.884615385,0.666666667,2,3,18.8,1,0.6,0
5,5,11,17,0,11,1,1.0,60,0.88,0.5,2,5,10.4,1,0.6,1
2,4,19,22,0,19,2,2.0,97,0.9090909090000001,0.625,1,1,47.5,1,0.5,0
5,5,2,10,0,2,2,1.083333333,35,0.956521739,1.0,3,6,5.4,1,0.6,0
2,3,11,12,0,11,2,2.0,59,0.875,0.583333333,1,1,28.5,1,0.5,1
2,3,7,17,0,7,2,2.0,74,0.875,0.625,1,1,36.0,8,4.0,0
6,4,31,38,3,28,5,0.8666666670000001,231,0.939393939,0.7333333329999999,3,5,37.0,1,0.6667,2
8,4,25,66,1,24,4,1.0,540,0.892857143,0.457142857,2,4,66.0,3,1.25,2
5,8,21,24,0,21,1,0.916666667,90,0.896551724,0.666666667,2,3,16.4,1,0.6,0
6,4,35,92,7,33,3,1.2,807,0.772727273,0.296296296,2,3,133.3333333,7,2.8333,0
4,5,16,19,1,15,3,1.0,70,0.9607843140000001,0.5555555560000001,4,7,15.75,1,0.5,1
2,4,12,11,0,12,2,2.0,35,0.944444444,0.625,1,1,16.5,1,0.5,0
6,4,17,49,0,17,3,0.966666667,413,0.897435897,0.4,1,1,66.83333333,10,2.1667,2
2,7,19,4,16,3,1,2.0,9,0.961538462,0.666666667,1,1,3.5,1,0.5,0
4,5,29,41,1,28,3,1.0,165,0.9607843140000001,0.5555555560000001,4,8,39.5,1,0.5,0
4,4,10,18,1,9,3,1.0,87,0.97826087,0.5555555560000001,3,9,20.0,1,0.5,0
2,3,11,11,0,11,2,2.0,35,0.875,0.625,1,1,16.5,2,1.0,1
5,4,20,31,3,17,4,0.916666667,168,0.967741935,0.666666667,3,11,32.0,1,0.6,0
4,4,15,28,2,13,3,1.0,122,0.97826087,0.5555555560000001,3,11,28.75,1,0.5,0
2,3,8,11,0,8,2,2.0,48,0.875,0.666666667,2,2,23.0,5,2.5,1
4,4,23,38,1,22,3,1.0,172,0.9655172409999999,0.5555555560000001,3,7,41.25,1,0.5,0
5,7,19,22,0,19,1,0.916666667,88,0.8888888890000001,0.666666667,2,3,16.0,1,0.6,0
5,7,25,36,0,25,1,0.916666667,233,0.8888888890000001,0.666666667,3,4,45.0,1,0.6,2
5,7,21,25,0,21,1,0.916666667,87,0.892857143,0.666666667,2,3,15.8,1,0.6,0
5,6,13,22,0,13,1,0.916666667,80,0.884615385,0.666666667,2,3,14.4,1,0.6,0
4,1,3,6,2,1,4,0.333333333,27,0.0,0.625,0,0,5.25,1,0.75,0
59,1,533,242,464,71,57,0.9942528740000001,2175,0.0,0.062218891,0,0,35.66101695,12,3.1525,7
3,4,37,56,0,37,2,2.0,599,0.894736842,0.46666666700000003,2,3,198.66666669999998,3,1.3333,0
2,3,7,7,0,7,2,2.0,19,0.947368421,0.666666667,0,0,8.5,1,0.5,0
5,4,23,54,2,21,3,1.0,342,0.967741935,0.375,3,6,66.8,1,0.6,0
5,4,18,50,0,18,3,0.7,259,0.9272727270000001,0.4,1,1,49.8,1,0.8,0
4,4,20,26,1,19,3,1.0,94,0.96875,0.5555555560000001,3,4,21.75,1,0.5,0
4,6,8,13,0,8,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
5,4,16,29,3,13,4,0.916666667,194,0.967741935,0.666666667,3,10,37.2,1,0.6,0
4,4,12,23,1,11,3,1.0,140,0.97826087,0.5555555560000001,3,9,33.25,1,0.5,0
2,3,13,12,0,13,2,2.0,61,0.875,0.625,1,1,29.5,2,1.0,1
2,3,12,17,0,12,2,2.0,71,0.875,0.625,1,1,34.5,6,3.0,1
2,2,11,8,0,11,2,2.0,24,0.8,0.666666667,1,1,11.0,1,0.5,1
5,7,9,14,0,9,1,0.916666667,52,0.892857143,0.666666667,2,3,8.8,1,0.6,0
4,5,9,13,0,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
2,3,11,15,0,11,2,2.0,61,0.875,0.625,1,1,29.5,6,3.0,1
4,4,15,23,1,14,3,1.0,110,0.96875,0.5555555560000001,3,6,25.75,1,0.5,0
2,4,7,4,0,7,2,2.0,11,0.944444444,0.625,1,1,4.5,1,0.5,0
25,4,34,93,1,34,22,0.678030303,741,0.717647059,0.373333333,3,4,28.2,1,0.96,0
2,3,9,16,0,9,2,2.0,51,0.875,0.625,1,1,24.0,2,1.0,1
2,1,2,8,0,2,1,1.0,156,0.0,0.5,0,0,73.0,9,4.5,0
4,2,114,10,106,8,3,1.0,36,0.666666667,0.583333333,1,1,7.5,1,0.5,0
5,6,18,21,0,18,1,0.916666667,89,0.884615385,0.666666667,2,3,16.2,1,0.6,0
5,6,22,30,0,22,1,0.916666667,124,0.8888888890000001,0.666666667,2,3,23.2,1,0.6,0
3,3,8,18,0,8,2,0.75,56,0.875,0.625,1,1,17.0,4,1.3333,0
2,3,14,23,0,14,2,2.0,116,0.875,0.625,1,1,57.0,1,0.5,2
5,5,15,22,0,15,2,1.0,71,0.88,0.4,2,3,12.6,3,1.0,0
4,4,16,38,1,15,3,1.0,163,0.9655172409999999,0.5555555560000001,3,4,39.0,1,0.5,0
2,1,5,9,0,5,1,2.0,33,0.0,0.5,0,0,15.5,1,0.5,0
4,6,8,13,0,8,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
4,4,14,23,1,13,3,1.0,90,0.96875,0.5555555560000001,3,4,20.75,1,0.5,0
3,4,20,32,0,20,1,1.0,379,0.955555556,0.666666667,1,2,123.66666670000001,1,0.6667,1
2,4,29,17,0,29,2,2.0,76,0.944444444,0.625,2,2,37.0,1,0.5,0
4,4,17,40,1,16,3,1.0,175,0.97826087,0.5555555560000001,3,8,42.0,1,0.5,1
