wmc,noc,cbo,rfc,ca,npm,lcom3,loc,dam,moa,cam,cbm,max_cc,avg_cc,bug
7,0,6,13,4,7,0.75,46,1.0,1,0.428571429,0,1,0.8571,0
12,0,6,21,1,10,0.181818182,98,1.0,0,0.41666666700000005,6,2,1.0833,0
6,6,11,14,7,5,2.0,52,0.0,0,0.541666667,0,2,1.0,0
20,0,12,38,4,19,0.8105263159999999,199,1.0,1,0.22142857100000002,3,4,1.1,0
7,0,12,12,3,6,1.0,47,1.0,0,0.4,0,1,0.5714,0
22,13,20,38,15,17,0.7142857140000001,206,1.0,0,0.272727273,2,4,1.5,5
14,0,22,43,5,7,0.846153846,198,1.0,2,0.32967033,0,3,1.1429,0
38,0,11,59,7,36,0.872972973,406,1.0,2,0.252252252,0,8,1.2895,2
5,0,12,26,2,3,0.583333333,154,1.0,0,0.5,1,1,0.6,0
6,0,15,23,0,3,0.4,96,1.0,0,0.5,2,3,1.5,0
7,0,16,27,4,4,0.583333333,101,1.0,2,0.46428571399999996,1,2,1.0,0
9,0,9,43,1,2,0.8035714290000001,218,1.0,1,0.325,2,1,0.7778,0
1,0,1,2,0,1,2.0,7,1.0,0,1.0,0,0,0.0,0
20,0,16,45,1,19,0.052631579000000005,184,1.0,2,0.17222222199999998,0,4,1.1,1
2,0,8,11,1,2,0.0,37,1.0,1,0.666666667,0,1,0.5,0
7,0,6,13,1,7,0.333333333,46,1.0,0,0.47619047600000003,2,1,0.7143,0
13,0,15,44,4,12,0.7222222220000001,264,1.0,1,0.192307692,2,11,1.8462,1
16,2,19,25,9,12,0.6333333329999999,118,1.0,2,0.215277778,1,2,0.875,0
2,0,3,4,1,2,2.0,10,0.0,0,0.666666667,0,1,0.5,0
9,0,6,20,0,8,2.0,49,0.0,0,0.14285714300000002,0,1,0.8889,0
4,0,4,7,3,2,0.916666667,56,0.25,4,0.444444444,1,1,0.5,0
12,0,13,76,1,2,0.515151515,788,1.0,1,0.260416667,6,1,0.8333,0
4,0,7,8,2,4,2.0,27,0.0,0,0.4375,1,1,0.75,0
12,0,0,31,0,11,2.0,109,0.0,0,0.166666667,0,3,1.25,0
4,0,4,11,2,3,0.333333333,45,1.0,0,0.625,1,1,0.75,0
7,0,2,13,1,7,0.583333333,108,1.0,1,0.571428571,0,3,2.0,0
2,0,4,6,0,2,2.0,18,0.0,0,1.0,0,1,0.5,0
5,0,7,13,2,4,0.0,63,1.0,1,0.45,1,1,0.8,0
6,0,11,32,1,4,0.6,107,1.0,0,0.46666666700000003,1,1,0.6667,0
22,0,45,59,29,21,2.0,371,0.0,0,0.333333333,0,5,1.5,13
4,0,9,12,3,3,0.666666667,52,1.0,3,0.4,0,1,0.75,0
1,0,5,1,5,1,2.0,1,0.0,0,1.0,0,1,1.0,0
18,0,5,49,1,13,0.694117647,317,1.0,0,0.317647059,0,5,1.2778,0
3,0,2,7,2,2,2.0,22,0.0,0,0.444444444,0,1,0.6667,1
3,0,5,10,1,3,0.0,31,1.0,1,0.5555555560000001,0,1,0.6667,0
2,0,8,6,7,2,1.0,23,1.0,0,0.75,0,1,0.5,1
1,0,2,6,1,1,2.0,14,1.0,0,1.0,0,0,0.0,0
4,0,11,24,1,3,0.333333333,126,1.0,1,0.583333333,0,4,1.25,0
4,0,5,15,3,1,0.5555555560000001,226,1.0,0,0.333333333,0,6,1.75,0
1,0,2,1,1,1,2.0,1,0.0,0,1.0,0,1,1.0,0
2,0,4,10,0,2,0.0,27,1.0,0,0.666666667,0,1,0.5,1
15,0,11,37,2,11,0.80952381,145,1.0,4,0.18333333300000001,1,1,0.9333,2
5,0,9,11,2,5,0.5,53,1.0,0,0.342857143,0,1,0.6,0
0,0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0
10,0,7,18,3,10,0.111111111,63,1.0,1,0.32,0,1,0.9,0
6,0,4,23,0,1,0.5,102,1.0,0,0.6,2,2,0.8333,0
1,0,5,1,4,1,2.0,1,0.0,0,1.0,0,1,1.0,0
1,0,10,1,9,1,2.0,1,0.0,0,1.0,0,1,1.0,1
5,5,8,14,5,4,0.0,48,1.0,0,0.4,0,2,1.0,1
3,2,5,9,3,2,2.0,28,0.0,0,0.7777777779999999,1,1,0.6667,0
2,0,5,5,1,1,2.0,23,0.0,0,0.5,0,3,1.5,0
34,2,32,67,12,32,0.772727273,334,1.0,3,0.121848739,1,3,1.0294,0
3,0,6,6,0,2,1.0,21,1.0,1,0.666666667,0,1,0.3333,0
2,0,6,10,1,2,0.0,44,1.0,1,0.666666667,0,1,0.5,1
4,0,2,5,2,4,0.333333333,21,1.0,0,0.75,0,1,0.5,0
7,0,19,47,4,5,0.333333333,227,1.0,0,0.4,0,5,1.7143,0
9,0,9,21,1,9,0.25,75,1.0,0,0.355555556,3,1,0.5556,0
28,21,41,49,29,21,0.851851852,281,1.0,3,0.157142857,1,5,1.3214,5
0,0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0
2,0,7,6,1,2,0.0,27,1.0,0,0.666666667,0,1,0.5,0
13,0,18,42,3,8,0.541666667,231,1.0,0,0.34375,1,2,1.0769,7
41,1,24,100,12,28,0.9053571429999999,669,1.0,1,0.12272727300000001,1,4,1.1951,0
10,0,24,58,1,7,0.7777777779999999,264,1.0,0,0.433333333,0,2,1.1,0
0,0,1,0,1,0,2.0,0,0.0,0,0.0,0,0,0.0,0
3,0,5,6,2,3,0.0,31,1.0,1,0.5,0,1,0.6667,0
3,0,2,4,1,3,0.5,15,1.0,0,0.666666667,0,1,0.6667,1
5,0,1,6,1,5,0.75,24,1.0,0,0.7,0,1,0.8,0
15,0,22,47,2,14,0.867346939,218,1.0,0,0.1875,0,2,0.9333,0
7,0,7,7,3,7,0.666666667,43,1.0,3,0.428571429,20,1,0.8571,0
7,2,3,8,2,7,0.7777777779999999,37,1.0,1,0.35714285700000004,0,1,0.8571,0
0,0,1,0,1,0,2.0,0,0.0,0,0.0,0,0,0.0,0
2,0,5,10,1,1,0.0,42,1.0,0,0.6,0,3,1.5,0
4,0,3,11,2,4,0.333333333,39,1.0,0,0.625,0,2,1.0,0
6,0,4,7,3,6,0.75,41,1.0,1,0.36666666700000006,0,1,0.8333,0
6,0,8,37,1,4,0.666666667,150,1.0,1,0.305555556,1,1,0.8333,0
2,0,6,2,2,2,2.0,2,0.0,0,0.666666667,0,1,1.0,0
7,0,5,39,1,4,0.6333333329999999,283,1.0,0,0.233333333,0,4,1.8571,0
1,0,0,1,0,1,2.0,1,0.0,0,1.0,0,1,1.0,0
1,0,3,1,3,1,2.0,1,0.0,0,1.0,0,1,1.0,0
1,0,0,2,0,1,2.0,4,0.0,0,1.0,0,0,0.0,0
6,0,17,25,0,6,0.666666667,120,1.0,1,0.5,0,3,1.1667,0
8,0,11,18,1,5,0.87755102,90,1.0,2,0.3125,0,1,0.875,0
12,0,7,16,0,11,0.795454545,83,1.0,2,0.26666666699999997,0,2,1.0,0
4,0,4,13,1,2,0.333333333,39,1.0,0,0.5,0,1,0.5,0
2,0,5,2,5,2,2.0,2,0.0,0,1.0,0,1,1.0,0
9,0,4,14,1,8,0.708333333,91,1.0,0,0.311111111,2,5,1.2222,1
4,0,9,26,1,4,2.0,191,0.0,0,0.875,3,3,1.0,0
5,0,8,18,1,2,0.5,83,1.0,0,0.44,2,3,1.4,0
6,0,17,21,12,5,0.2,108,1.0,0,0.433333333,1,4,1.1667,0
6,0,5,27,1,5,0.666666667,167,1.0,1,0.36,0,16,3.1667,0
5,0,4,5,3,5,2.0,5,0.0,0,0.55,0,1,1.0,0
4,4,10,14,4,3,0.5,52,1.0,0,0.5,0,2,1.0,0
13,0,9,60,1,8,0.5555555560000001,262,1.0,1,0.305555556,3,3,0.8462,0
5,0,2,7,0,4,0.5,25,1.0,0,0.6,0,1,0.8,0
20,0,7,39,1,18,0.8815789470000001,363,1.0,0,0.3875,0,30,2.55,1
0,0,2,0,1,0,2.0,0,0.0,0,0.0,0,0,0.0,0
3,0,4,7,1,2,0.0,27,1.0,0,0.666666667,1,1,0.3333,0
7,0,13,16,7,7,2.0,45,0.0,0,0.39285714299999996,4,1,0.5714,0
3,0,7,3,7,3,2.0,3,0.0,0,0.666666667,0,1,1.0,1
3,1,9,15,1,1,2.0,52,0.0,0,0.666666667,2,1,0.6667,0
3,0,3,8,1,3,0.5,29,0.0,0,0.666666667,0,1,0.6667,0
4,0,4,7,1,3,0.333333333,28,1.0,0,0.4375,1,1,0.75,0
15,0,13,22,10,14,0.666666667,129,1.0,1,0.36666666700000006,1,4,1.2,0
30,0,26,77,4,26,0.927203065,350,0.7777777779999999,1,0.135278515,2,2,1.0,0
4,0,9,21,1,2,0.666666667,113,1.0,0,0.666666667,0,1,0.5,0
2,0,3,7,2,2,0.0,25,1.0,0,0.666666667,0,1,0.5,0
2,1,4,4,2,1,2.0,11,0.0,0,0.666666667,1,1,0.5,0
17,0,24,34,7,16,2.0,138,0.0,0,0.19607843100000003,0,1,0.9412,0
49,0,20,93,8,42,0.915277778,620,1.0,3,0.128728414,0,6,1.4082,1
6,0,5,11,2,5,0.8666666670000001,46,0.666666667,1,0.583333333,0,2,1.0,0
49,0,157,133,153,46,0.895833333,1163,1.0,0,0.075231481,0,8,3.102,4
3,0,1,5,0,3,2.0,12,0.0,0,0.666666667,2,1,0.3333,0
7,0,10,14,6,5,0.333333333,45,1.0,1,0.428571429,1,1,0.8571,0
4,0,11,12,1,3,0.444444444,62,1.0,0,0.45,2,1,0.75,0
14,1,23,45,3,7,0.615384615,285,1.0,1,0.253846154,0,7,1.4286,0
17,5,13,25,11,15,0.75,195,1.0,0,0.323529412,0,13,2.0,2
5,0,8,12,3,5,2.0,28,0.0,0,0.6,1,1,0.8,0
6,0,3,13,0,6,2.0,37,0.0,0,0.444444444,2,1,0.5,0
7,0,10,19,1,5,0.7777777779999999,75,1.0,1,0.333333333,1,1,0.7143,0
2,0,4,2,2,2,2.0,2,0.0,0,0.625,0,1,1.0,1
1,0,5,1,4,1,2.0,1,0.0,0,1.0,0,1,1.0,0
2,0,3,4,1,1,2.0,12,0.0,0,0.666666667,1,1,0.5,0
3,0,6,9,2,2,2.0,19,0.0,0,0.333333333,0,1,0.6667,0
10,0,8,46,1,3,0.80952381,334,1.0,1,0.314814815,1,1,0.8,0
17,0,2,18,1,17,0.9140625,105,1.0,0,0.367647059,0,2,1.1176,0
2,0,3,4,0,2,2.0,11,0.0,0,0.833333333,0,0,0.0,0
8,1,31,42,5,6,0.761904762,207,1.0,1,0.35,0,1,0.875,0
1,0,6,1,4,1,2.0,1,0.0,0,1.0,0,1,1.0,0
1,0,6,1,5,1,2.0,1,0.0,0,1.0,0,1,1.0,0
10,0,11,24,1,6,0.638888889,126,1.0,3,0.27777777800000003,1,2,0.9,2
7,0,14,27,5,3,0.7222222220000001,95,1.0,2,0.38888888899999996,1,1,0.7143,0
4,0,1,5,0,3,0.666666667,16,1.0,1,0.666666667,1,1,0.5,0
24,39,56,62,41,16,0.793478261,308,1.0,1,0.316770186,1,3,1.0,3
3,0,3,6,1,3,2.0,22,0.0,0,0.666666667,0,3,1.3333,0
3,0,4,5,1,3,2.0,12,0.0,0,0.666666667,2,1,0.6667,0
2,0,2,2,2,2,2.0,2,0.0,0,0.75,0,1,1.0,0
9,0,6,15,1,9,0.625,69,1.0,2,0.481481481,1,2,0.8889,0
3,0,4,6,1,2,2.0,16,0.0,0,0.5,1,1,0.3333,0
1,0,8,1,7,1,2.0,1,0.0,0,1.0,0,1,1.0,0
19,0,26,48,4,10,0.87037037,252,0.5555555560000001,5,0.16161616199999998,0,3,1.1579,0
9,0,1,14,1,9,0.625,59,1.0,0,0.288888889,0,1,0.7778,0
12,3,13,36,3,7,0.606060606,223,1.0,1,0.424242424,0,1,0.6667,0
1,0,0,1,0,1,2.0,1,0.0,0,1.0,0,1,1.0,0
11,0,10,15,1,11,0.3,104,1.0,1,0.363636364,0,1,0.7273,1
33,0,17,49,5,27,0.86875,284,1.0,1,0.137741047,0,2,1.0909,0
12,2,14,47,2,3,0.8863636359999999,306,1.0,0,0.218181818,0,4,1.6667,0
8,0,8,19,1,8,0.28571428600000004,66,1.0,0,0.35,3,1,0.625,0
3,0,5,11,1,3,0.0,53,1.0,0,0.5,0,1,0.6667,0
1,0,2,1,2,1,2.0,1,0.0,0,1.0,0,1,1.0,0
0,0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0
2,0,4,4,1,2,2.0,9,0.0,0,1.0,0,1,0.5,0
3,0,1,5,0,3,2.0,12,0.0,0,0.666666667,2,1,0.3333,0
1,0,5,1,4,1,2.0,1,0.0,0,1.0,0,1,1.0,0
9,0,12,29,3,6,0.625,132,1.0,1,0.3125,0,4,1.3333,2
18,0,17,48,3,13,0.8382352940000001,268,1.0,3,0.165775401,0,7,1.5556,0
2,0,4,5,1,2,0.0,17,1.0,0,0.666666667,0,1,0.5,0
8,0,13,33,1,7,0.7142857140000001,134,1.0,0,0.291666667,0,1,0.875,0
5,0,5,5,1,5,0.666666667,32,1.0,3,0.46666666700000003,20,1,0.8,0
4,0,3,5,1,4,0.666666667,22,1.0,1,0.5,0,1,0.75,0
10,2,15,69,4,3,0.75,415,0.75,1,0.271604938,0,10,2.1,1
6,0,9,35,2,1,0.666666667,174,1.0,1,0.36,1,6,1.5,0
9,0,5,16,1,9,0.7,96,1.0,0,0.333333333,0,3,1.0,0
2,0,3,5,0,2,2.0,12,0.0,0,1.0,0,1,0.5,0
14,3,4,27,3,11,0.7435897440000001,148,1.0,1,0.487179487,0,6,1.4286,0
7,0,6,12,2,5,0.5,52,1.0,0,0.30952381,4,2,1.0,0
2,0,2,2,1,2,2.0,2,0.0,0,1.0,0,1,1.0,0
5,0,4,5,4,5,2.0,5,0.0,0,1.0,0,1,1.0,0
9,0,4,17,0,5,0.375,125,1.0,2,0.444444444,0,2,1.0,0
10,0,3,16,1,10,0.666666667,69,1.0,1,0.425,0,1,0.7,0
10,0,9,18,3,10,0.666666667,68,1.0,0,0.35,1,1,0.8,0
2,0,3,2,2,2,2.0,2,0.0,0,1.0,0,1,1.0,2
7,0,11,25,9,6,0.75,166,1.0,0,0.5,0,1,0.5714,1
13,2,13,72,7,7,0.5277777779999999,765,1.0,0,0.296296296,0,14,3.4615,2
41,0,6,54,5,41,0.875,507,1.0,0,0.29756097600000003,0,1,0.9268,0
23,0,7,34,3,21,0.772727273,230,1.0,0,0.402173913,6,4,0.9565,0
4,0,12,16,1,2,0.583333333,109,1.0,1,0.4,1,2,1.0,0
5,0,12,41,1,3,0.25,262,1.0,1,0.36,1,1,0.8,0
3,0,67,3,66,3,2.0,3,0.0,0,0.5555555560000001,0,1,1.0,0
3,0,4,8,1,2,1.5,30,0.0,0,0.5,2,1,0.3333,4
18,0,8,40,1,14,0.470588235,218,1.0,0,0.27777777800000003,7,2,1.2222,0
2,0,4,7,2,2,0.0,23,1.0,0,0.666666667,0,1,0.5,0
8,0,8,31,1,5,0.14285714300000002,187,1.0,0,0.404761905,2,3,1.625,0
11,1,10,16,8,10,0.8833333329999999,94,0.5,1,0.327272727,0,1,0.8182,0
5,0,13,20,1,2,0.5,66,1.0,0,0.472222222,0,1,0.4,0
4,0,6,16,0,3,0.666666667,64,1.0,0,0.4,3,1,0.5,0
3,0,6,8,2,2,2.0,24,0.0,0,0.5,0,1,0.6667,0
2,0,1,2,1,2,2.0,2,0.0,0,1.0,0,1,1.0,0
2,0,4,8,1,2,0.0,22,1.0,1,0.666666667,0,1,0.5,0
4,0,0,8,0,3,2.0,19,0.0,0,0.5,0,1,0.75,0
23,0,7,33,2,14,0.892045455,144,1.0,0,0.18939393899999998,0,1,0.9129999999999999,0
1,0,8,1,8,1,2.0,1,0.0,0,1.0,0,1,1.0,0
5,0,6,12,1,5,2.0,28,0.0,0,0.6,1,1,0.8,0
5,0,0,7,0,5,0.5,32,1.0,0,0.46666666700000003,0,1,0.8,0
2,0,1,7,0,2,2.0,26,0.0,0,0.75,0,1,0.5,1
5,0,0,7,0,5,0.625,29,0.5,0,0.46666666700000003,0,1,0.8,0
14,0,18,34,5,14,0.615384615,149,1.0,2,0.2,0,2,0.8571,0
8,2,8,22,3,1,0.857142857,108,1.0,0,0.4,0,5,1.875,0
7,0,8,38,3,5,0.5,241,1.0,0,0.333333333,0,1,0.7143,0
2,0,6,5,5,1,2.0,18,0.0,0,1.0,0,1,0.5,0
11,2,8,18,2,8,0.75,94,1.0,1,0.31168831199999997,0,2,1.0,0
2,0,3,4,1,1,2.0,13,0.0,0,0.666666667,1,1,0.5,0
8,0,2,28,1,8,0.14285714300000002,146,1.0,0,0.4,0,4,1.5,0
5,0,6,15,1,5,0.375,50,1.0,1,0.333333333,6,2,1.0,0
3,0,7,8,1,3,0.5,39,1.0,0,0.5555555560000001,0,1,0.6667,0
13,0,16,27,9,10,0.880952381,119,1.0,3,0.185185185,1,2,0.9231,0
3,0,3,11,1,2,0.5,34,1.0,0,0.666666667,1,1,0.6667,2
20,0,33,96,6,8,0.726315789,930,1.0,4,0.244019139,0,9,3.25,4
15,0,29,76,4,12,1.044642857,566,0.125,0,0.202380952,0,6,2.2667,0
3,0,4,8,1,1,0.0,26,1.0,1,0.5555555560000001,1,1,0.6667,0
3,0,3,6,0,3,2.0,13,0.0,0,0.333333333,0,1,1.0,0
3,1,9,15,1,1,2.0,52,0.0,0,0.666666667,2,1,0.6667,0
5,0,3,10,1,5,0.5,57,1.0,0,0.3,0,2,1.0,0
10,0,13,40,1,8,0.7222222220000001,182,1.0,1,0.242857143,0,1,0.9,0
3,0,7,13,0,3,2.0,113,0.0,0,0.533333333,0,1,0.6667,0
3,0,4,5,0,3,2.0,12,0.0,0,0.833333333,0,1,0.6667,0
7,0,6,13,1,7,0.333333333,46,1.0,0,0.47619047600000003,2,1,0.7143,0
13,0,14,49,3,11,2.0,297,0.0,0,0.274725275,0,4,2.0769,0
2,0,2,6,1,2,1.0,21,1.0,0,0.75,0,1,0.5,0
33,0,16,65,4,29,0.87890625,352,1.0,3,0.128205128,3,4,1.0606,0
26,0,14,39,5,21,0.84,208,0.5,0,0.214285714,3,1,0.8462,0
15,0,1,18,1,12,0.28571428600000004,106,1.0,0,0.37777777799999995,0,1,0.9333,0
5,0,6,13,4,3,0.916666667,67,1.0,0,0.36,0,2,1.0,2
7,0,10,15,2,4,0.666666667,61,1.0,0,0.261904762,1,1,0.8571,0
1,0,5,1,2,1,2.0,1,0.0,0,1.0,0,1,1.0,0
5,0,10,24,2,1,0.5,119,1.0,2,0.4375,1,3,1.0,3
2,0,5,4,1,1,2.0,9,0.0,0,0.75,1,1,0.5,0
3,0,7,11,1,2,0.5,48,1.0,0,0.75,0,1,0.3333,0
14,0,179,14,174,14,2.0,14,0.0,0,0.23809523800000001,0,1,1.0,1
9,0,4,24,0,7,0.6875,112,1.0,1,0.311111111,0,2,1.0,0
9,0,21,54,2,2,0.640625,314,1.0,1,0.28125,1,2,0.8889,0
12,0,15,48,4,5,0.636363636,239,1.0,0,0.24242424199999998,0,8,1.75,6
2,0,4,4,1,2,2.0,9,0.0,0,1.0,0,1,0.5,0
20,0,11,52,5,14,0.701754386,313,1.0,1,0.190789474,5,4,1.5,0
2,0,0,7,0,1,2.0,22,0.0,0,0.5,0,2,1.0,0
6,0,7,5,3,6,0.666666667,36,1.0,3,0.444444444,20,1,0.8333,0
15,0,5,32,3,14,0.595238095,210,1.0,0,0.226190476,0,3,1.1333,1
4,0,2,7,2,4,2.0,34,0.0,0,0.625,3,2,0.75,0
4,0,6,14,4,4,0.0,52,1.0,0,0.4375,0,2,1.0,4
3,0,9,12,0,1,0.5,46,1.0,0,0.533333333,2,1,0.6667,0
6,0,4,17,0,4,0.0,80,1.0,0,0.444444444,1,3,1.1667,0
2,0,8,8,0,2,2.0,56,0.0,0,0.6,1,6,3.0,0
6,0,6,11,6,6,0.4,57,1.0,0,0.5,0,2,0.8333,1
10,12,24,27,19,6,0.666666667,162,1.0,1,0.26666666699999997,0,4,1.3,1
6,0,4,15,3,6,0.0,58,1.0,0,0.5,0,1,0.6667,1
0,0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0
4,0,14,18,2,2,0.666666667,88,1.0,0,0.833333333,0,2,0.75,0
8,0,8,17,2,5,2.0,75,0.0,0,0.41666666700000005,0,3,1.125,0
2,0,6,7,1,2,0.0,24,1.0,1,0.6,0,1,0.5,0
3,0,5,3,2,3,2.0,3,0.0,0,0.7777777779999999,0,1,1.0,0
1,0,5,1,2,1,2.0,1,0.0,0,1.0,0,1,1.0,0
18,0,15,45,3,16,0.647058824,251,1.0,1,0.166666667,6,3,1.2222,0
20,0,18,53,4,14,0.782894737,299,1.0,2,0.16,1,2,1.05,0
2,0,7,5,2,2,0.666666667,27,0.666666667,0,0.6,0,1,0.5,0
3,0,15,3,13,3,2.0,3,0.0,0,0.666666667,0,1,1.0,0
4,0,4,7,3,2,0.958333333,100,0.125,8,0.444444444,1,1,0.5,0
1,0,274,1,273,1,2.0,1,0.0,0,1.0,0,1,1.0,0
5,0,7,14,1,5,2.0,34,0.0,0,0.46666666700000003,4,1,0.6,0
8,0,7,14,3,8,0.642857143,76,1.0,0,0.270833333,0,3,1.0,2
18,0,10,56,0,15,0.935294118,319,1.0,0,0.176470588,0,3,1.0556,0
36,0,16,52,12,35,0.9326530609999999,271,1.0,1,0.21031746,0,3,1.0833,0
15,0,18,32,3,10,0.89010989,189,1.0,1,0.1875,0,1,0.8667,0
4,0,3,23,0,2,2.0,93,0.0,0,1.0,2,1,0.75,0
15,0,6,59,6,13,2.0,519,0.0,0,0.28,0,5,1.5333,1
6,0,7,8,1,6,0.8,28,1.0,1,0.41666666700000005,0,1,0.8333,0
7,0,9,12,3,7,2.0,35,0.0,0,0.47619047600000003,0,1,0.8571,0
2,0,7,5,4,1,0.0,30,1.0,0,0.666666667,1,2,1.0,1
3,0,1,5,0,3,2.0,12,0.0,0,0.666666667,2,1,0.3333,0
1,0,0,1,0,1,2.0,1,0.0,0,1.0,0,1,1.0,0
2,0,23,2,23,2,2.0,2,0.0,0,1.0,0,1,1.0,0
8,0,20,60,1,7,0.35714285700000004,513,1.0,1,0.457142857,0,8,2.375,0
14,0,10,42,0,10,0.46153846200000004,192,1.0,0,0.30612244899999996,0,2,1.0714,0
2,0,11,16,0,2,2.0,46,0.0,0,0.75,0,1,0.5,0
5,0,0,6,0,5,0.75,24,1.0,0,0.46666666700000003,0,1,0.8,0
5,0,10,25,0,3,0.5,145,1.0,1,0.44,5,1,0.8,0
18,0,17,76,6,6,0.779411765,693,0.625,0,0.22794117600000002,0,8,2.1111,0
0,0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0
11,0,12,34,3,4,0.8625,180,1.0,1,0.2,1,3,1.0909,0
1,0,167,1,166,1,2.0,1,0.0,0,1.0,0,1,1.0,0
13,0,7,45,3,11,0.833333333,212,1.0,0,0.106060606,0,4,1.0769,0
14,0,9,17,3,14,0.7692307690000001,83,1.0,3,0.303571429,20,1,0.9286,0
3,0,4,9,1,3,0.0,27,1.0,1,0.5555555560000001,0,1,0.6667,1
1,0,2,6,1,1,2.0,14,1.0,0,1.0,0,0,0.0,0
2,0,3,3,3,2,2.0,7,0.0,0,0.666666667,0,1,0.5,0
12,1,37,74,1,9,2.0,566,0.0,0,0.256944444,0,6,2.0833,0
1,0,7,4,3,1,2.0,12,0.0,0,1.0,0,0,0.0,0
1,0,22,1,22,1,2.0,1,0.0,0,1.0,0,1,1.0,0
6,0,4,13,3,6,0.0,46,1.0,1,0.444444444,0,1,0.8333,1
3,0,4,19,4,2,1.5,201,0.0,0,0.333333333,0,9,5.6667,0
3,0,8,16,1,2,2.0,44,0.0,0,0.75,0,1,0.3333,0
12,3,8,25,6,8,0.454545455,102,0.0,1,0.226190476,0,2,1.1667,0
4,0,2,5,1,4,0.666666667,28,1.0,2,0.4375,0,1,0.75,0
