wmc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,cam,amc,max_cc,avg_cc,bug
4,8,22,4,1,7,3,0.833333333,160,0.5,0.5,38.5,6,1.75,0
3,18,25,1,0,18,2,0.833333333,129,0.333333333,0.666666667,41.0,7,2.3333,1
10,33,52,33,4,29,4,0.916666667,559,0.25,0.382716049,54.5,15,7.2,2
14,3,20,55,2,1,14,0.833333333,166,1.0,0.523809524,10.42857143,2,1.0,0
3,14,35,1,0,14,2,0.833333333,203,0.333333333,0.625,65.66666667,1,0.3333,0
6,8,20,15,3,5,5,1.2,93,1.0,0.38888888899999996,14.33333333,6,1.8333,0
3,10,17,1,0,10,2,0.833333333,101,0.333333333,0.666666667,31.66666667,6,2.0,0
4,5,5,6,1,4,4,2.0,12,0.0,0.5,2.0,1,0.75,0
10,56,101,43,7,49,6,0.987654321,1086,0.111111111,0.134920635,106.7,45,6.9,1
1,7,1,0,3,4,1,2.0,2,0.0,1.0,0.0,1,1.0,0
9,19,34,34,6,19,9,1.0,371,0.363636364,1.0,39.0,2,1.0,0
7,13,7,21,5,8,7,2.0,7,0.0,0.333333333,0.0,1,1.0,0
6,34,66,1,0,34,2,0.683333333,490,0.5,0.4,78.66666667,6,2.5,0
2,12,19,1,0,12,2,2.0,64,1.0,0.666666667,30.5,2,1.0,0
4,8,4,6,5,3,4,2.0,4,0.0,0.4,0.0,1,1.0,0
33,92,180,502,25,69,26,0.943181818,1546,0.181818182,0.07244318200000001,45.51515152,11,4.1515,3
18,1,40,117,0,1,17,0.757352941,486,1.0,0.296296296,25.55555556,1,0.9444,0
3,6,12,3,1,5,2,1.0,38,0.5,0.666666667,11.0,2,0.6667,0
4,13,48,4,1,13,2,0.666666667,281,0.0,0.5,69.0,9,4.0,1
5,4,31,0,1,3,3,0.9375,238,0.75,0.375,45.8,10,3.0,0
24,28,95,0,0,28,12,0.914361001,3717,0.666666667,0.149068323,152.5,8,2.0833,0
10,10,10,45,5,5,10,2.0,10,0.0,0.325,0.0,1,1.0,0
0,3,0,0,3,0,0,2.0,53,0.0,0.0,0.0,0,0.0,0
5,3,9,10,1,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
5,11,9,10,9,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
9,16,25,34,4,14,9,0.979166667,147,0.666666667,1.0,14.66666667,2,1.0,0
14,47,117,57,4,43,10,0.938461538,717,0.3,0.21978022,49.5,19,2.7143,1
5,4,11,10,1,3,1,2.0,40,0.0,0.56,7.0,1,0.8,0
3,22,35,3,0,22,1,0.5,133,0.0,0.5,43.0,1,0.6667,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,10,27,1,0,10,2,1.0,163,0.0,0.75,79.0,8,4.0,0
3,14,23,1,0,14,2,0.9,199,0.6,0.5,63.66666667,2,1.0,0
9,19,57,34,7,12,6,1.020833333,584,0.833333333,0.25,63.22222222,30,5.8889,1
25,23,81,228,2,21,8,0.875,827,0.333333333,0.433333333,31.84,7,1.84,0
8,26,69,26,6,20,4,0.7142857140000001,407,0.8,0.26984127,49.25,4,2.0,0
2,5,2,1,2,3,2,2.0,2,0.0,1.0,0.0,1,1.0,0
9,17,42,34,2,15,5,0.958333333,181,0.333333333,0.46875,18.77777778,5,1.5556,0
1,3,1,0,3,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,7,20,1,1,6,2,0.75,64,0.5,0.666666667,19.66666667,2,0.6667,0
2,9,8,1,0,9,2,2.0,26,0.0,0.666666667,12.0,1,0.5,0
23,28,23,253,23,5,23,2.0,23,0.0,0.244147157,0.0,1,1.0,1
4,18,4,6,15,3,4,2.0,4,0.0,0.4375,0.0,1,1.0,0
14,23,14,91,15,8,14,2.0,14,0.0,0.461038961,0.0,1,1.0,0
24,66,174,202,1,66,7,0.925465839,2387,0.28571428600000004,0.182194617,97.875,11,3.0417,2
2,2,3,1,0,2,1,2.0,7,0.0,0.75,2.5,1,0.5,0
8,17,66,8,1,16,0,0.6190476189999999,507,0.666666667,0.5476190479999999,62.0,16,3.875,0
19,48,91,129,15,34,15,0.916666667,1023,0.125,0.18333333300000001,52.42105263,9,3.6316,2
3,65,11,1,62,3,1,0.75,43,0.5,0.5,12.66666667,4,1.3333,0
15,14,63,91,5,9,4,0.9841269840000001,385,0.8888888890000001,0.14285714300000002,24.06666667,5,1.6667,0
3,34,60,1,0,34,2,0.875,289,0.25,0.666666667,94.0,17,5.6667,0
6,5,20,9,1,4,4,0.6,187,1.0,0.5,29.83333333,7,2.3333,0
5,21,90,0,3,20,3,0.7777777779999999,717,0.666666667,0.375,140.6,16,5.2,0
3,21,50,1,0,21,2,0.833333333,240,0.333333333,0.666666667,78.0,13,4.3333,1
5,7,7,10,0,7,1,2.0,18,0.0,0.4,2.6,1,0.8,0
3,6,19,1,1,5,2,0.75,59,0.5,0.666666667,18.0,2,0.6667,0
3,22,32,3,0,22,1,0.5,148,0.0,0.5,48.0,1,0.6667,0
3,4,4,3,0,4,3,2.0,10,0.0,0.583333333,2.333333333,1,0.6667,0
0,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
3,20,45,1,0,20,2,1.375,386,0.875,0.625,122.33333329999999,1,0.3333,5
23,26,74,119,0,26,13,0.895721925,1681,0.882352941,0.295454545,71.34782609,14,3.2174,0
2,28,49,1,0,28,2,1.0,151,0.0,0.75,74.0,5,2.5,0
5,23,9,10,21,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
2,14,30,1,0,14,2,1.0,104,0.0,0.75,50.5,3,1.5,0
32,94,246,430,0,94,6,0.960990248,2760,0.441860465,0.146627566,83.90625,36,4.4375,6
6,27,81,3,0,27,2,0.933333333,857,0.25,0.44,139.83333330000002,42,8.6667,2
5,3,9,10,1,2,5,1.25,33,1.0,0.6,5.4,1,0.2,0
5,17,46,4,0,17,2,0.7,556,0.533333333,0.875,107.2,8,3.0,0
4,4,6,6,0,4,4,2.0,13,0.0,0.5625,2.25,1,0.75,0
12,16,21,60,9,7,12,0.9636363640000001,84,0.8,0.202380952,5.583333333,1,0.9167,0
12,51,12,66,39,12,12,2.0,12,0.0,0.243589744,0.0,1,1.0,0
3,19,40,1,0,19,2,0.666666667,262,0.666666667,0.666666667,85.33333333,1,0.3333,1
2,10,15,1,0,10,2,2.0,72,0.0,0.666666667,35.0,8,4.0,0
2,18,38,1,0,18,2,1.0,143,0.0,0.666666667,69.5,8,4.0,0
9,22,61,16,0,22,4,0.875,1010,0.571428571,0.284090909,109.66666670000001,10,2.1111,1
4,11,22,4,1,10,2,0.833333333,163,0.5,0.5555555560000001,39.25,13,4.0,0
3,29,70,3,0,29,2,1.25,462,0.5,0.5555555560000001,151.66666669999998,15,5.3333,1
5,16,28,8,7,9,4,0.916666667,116,0.333333333,0.5625,21.6,4,1.8,0
3,8,14,1,0,8,2,0.75,46,0.5,0.666666667,13.66666667,2,0.6667,0
4,5,6,6,0,5,4,2.0,15,0.0,0.5625,2.75,1,0.75,0
8,15,12,22,13,2,8,0.9285714290000001,52,1.0,0.575,5.25,1,0.25,0
1,4,1,0,2,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,6,8,1,0,6,2,2.0,23,0.0,0.666666667,10.5,1,0.5,0
4,6,18,4,0,6,3,0.833333333,74,0.5,0.666666667,17.0,4,1.25,0
5,5,5,10,3,2,5,2.0,5,0.0,0.8,0.0,1,1.0,0
3,19,28,3,1,18,1,0.5,103,0.0,0.5,33.0,1,0.6667,0
11,6,14,55,1,6,11,2.0,33,0.0,0.306818182,2.0,1,0.9091,0
9,24,56,14,0,24,2,0.875,537,0.454545455,0.375,57.44444444,12,3.1111,0
7,27,7,21,23,4,7,2.0,7,0.0,0.607142857,0.0,1,1.0,0
14,14,31,91,4,10,10,2.0,304,0.0,0.542857143,20.71428571,11,2.6429,1
1,5,1,0,2,3,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,4,9,3,1,3,2,1.0,31,0.0,0.333333333,9.0,2,1.0,0
3,9,20,1,0,9,2,0.75,78,0.5,0.666666667,24.33333333,4,1.3333,0
36,73,153,608,24,51,32,0.9928571429999999,1288,0.1,0.09075630300000001,34.22222222,10,2.9167,0
8,28,45,16,12,16,5,0.989795918,420,0.642857143,0.457142857,49.75,3,1.5,0
2,11,17,1,0,11,2,1.0,145,0.0,0.6,71.0,1,0.5,0
2,2,4,1,1,1,1,2.0,9,0.0,0.5,3.5,1,0.5,0
5,11,45,4,0,11,3,1.0,289,0.6,0.3125,55.8,6,2.2,0
5,5,9,10,3,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
3,23,53,1,0,23,2,0.875,222,0.25,0.666666667,71.66666667,8,2.6667,0
10,18,10,45,12,6,10,2.0,10,0.0,0.311111111,0.0,1,1.0,0
1,5,1,0,3,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
1,6,1,0,4,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
12,11,52,40,2,9,5,0.787878788,538,0.666666667,0.33766233799999995,43.33333333,6,3.4167,0
14,8,24,43,2,6,14,0.923076923,138,0.636363636,0.22448979600000002,8.071428571,1,0.7857,0
6,9,15,15,3,6,6,1.1,54,0.5,0.333333333,7.666666667,1,0.8333,0
29,38,138,0,0,38,24,0.951530612,5498,0.6785714290000001,0.147959184,187.62068969999999,38,9.2414,1
5,19,50,0,0,19,3,0.875,293,0.375,0.375,56.0,1,0.4,0
17,12,74,38,2,10,11,0.85,553,0.9,0.3,30.94117647,7,2.0588,0
6,27,60,13,6,22,5,0.9,388,0.1,0.41666666700000005,62.0,12,3.8333,0
2,8,2,1,7,1,2,2.0,2,0.0,0.7,0.0,1,1.0,0
5,20,28,8,13,7,3,0.75,88,0.0,0.3125,16.2,2,0.8,0
3,4,11,3,1,3,2,1.0,73,0.0,0.333333333,22.33333333,3,1.6667,0
14,28,70,31,0,28,7,0.8916083920000001,2627,0.590909091,0.23668639100000002,185.0714286,14,3.2857,0
9,14,19,20,11,3,8,0.875,117,1.0,0.3,11.11111111,1,0.7778,1
2,3,8,1,0,3,2,2.0,22,0.0,0.666666667,10.0,1,0.5,0
5,3,9,10,1,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
6,56,11,15,54,2,6,1.2,33,1.0,0.625,4.333333333,1,0.1667,0
1,18,1,0,17,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
25,52,143,198,6,48,12,0.838541667,1275,0.5,0.094444444,49.68,10,3.16,1
6,27,50,3,0,27,6,0.775,357,0.625,0.41666666700000005,57.16666667,4,2.0,0
5,12,25,8,1,11,3,0.875,88,0.5,0.75,16.2,2,0.8,0
9,18,53,34,3,15,7,0.9375,292,0.0,0.14285714300000002,31.22222222,4,2.6667,2
4,12,27,4,2,10,2,0.833333333,144,0.5,0.75,34.5,7,2.0,0
18,64,142,93,1,64,6,0.919389978,1555,0.481481481,0.18685121100000002,83.88888889,19,5.2222,3
0,29,0,0,29,0,0,2.0,43,0.0,0.0,0.0,0,0.0,3
6,13,38,0,0,13,5,0.64,498,0.6,0.5,81.16666667,10,6.1667,0
3,25,5,3,19,6,3,2.0,14,0.0,0.583333333,3.666666667,1,0.6667,0
13,22,53,40,4,18,6,0.8611111109999999,486,0.333333333,0.55,35.92307692,8,3.2308,0
7,15,61,15,0,15,5,0.7666666670000001,376,0.6,0.3,52.0,11,2.4286,0
5,9,9,10,7,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
5,3,9,10,1,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
3,15,35,1,0,15,2,0.833333333,137,0.333333333,0.75,43.66666667,4,1.3333,0
3,8,3,3,5,3,3,2.0,3,0.0,0.666666667,0.0,1,1.0,0
5,2,6,0,2,0,5,0.5,30,1.0,0.7,4.6,1,0.8,0
2,4,4,1,0,4,2,2.0,10,0.0,0.666666667,4.0,1,0.5,0
3,11,15,3,0,11,1,2.0,56,0.0,0.5,17.66666667,1,0.6667,0
24,26,102,214,1,26,6,0.919732441,1902,0.615384615,0.234113712,77.70833333,19,2.5,0
7,8,55,1,0,8,3,1.121621622,691,0.972972973,0.444444444,92.42857143,14,2.8571,1
0,3,0,0,3,0,0,2.0,5,0.0,0.0,0.0,0,0.0,1
2,8,2,1,5,3,2,2.0,2,0.0,0.833333333,0.0,1,1.0,0
2,4,4,1,0,4,2,2.0,12,1.0,0.6,4.5,1,0.5,0
0,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
4,8,4,6,3,5,4,2.0,4,0.0,0.41666666700000005,0.0,1,1.0,0
0,2,0,0,2,0,0,2.0,101,0.0,0.0,0.0,0,0.0,0
8,16,50,0,0,16,3,0.80952381,774,0.75,0.28571428600000004,94.25,13,3.0,0
4,12,30,6,1,11,2,1.0,130,0.0,0.39285714299999996,31.25,3,1.5,1
10,36,71,41,1,35,6,0.912698413,528,0.14285714300000002,0.214285714,50.4,10,4.0,0
5,4,9,10,3,1,5,1.25,28,1.0,0.65,4.4,1,0.2,0
3,9,3,3,4,5,3,2.0,3,0.0,0.523809524,0.0,1,1.0,0
2,22,31,1,0,22,2,1.625,227,0.625,0.666666667,108.5,12,6.0,0
7,11,55,1,3,8,4,0.7222222220000001,411,0.666666667,0.28571428600000004,57.28571429,9,3.0,0
2,3,4,1,0,3,2,2.0,13,0.0,0.666666667,5.5,1,0.5,0
4,20,47,4,0,20,2,0.904761905,437,0.28571428600000004,0.428571429,106.5,21,5.5,1
8,11,11,16,9,3,7,0.571428571,39,1.0,0.34375,3.75,1,0.875,0
2,2,3,1,0,2,2,2.0,7,0.0,0.666666667,2.5,1,0.5,0
6,9,6,15,4,5,6,2.0,6,0.0,0.5,0.0,1,1.0,0
4,31,8,6,30,1,4,1.333333333,25,1.0,0.75,5.0,0,0.0,0
7,16,53,0,0,16,6,0.541666667,1077,0.25,0.26388888899999996,152.28571430000002,1,0.7143,0
2,5,10,1,0,5,2,2.0,37,0.0,0.666666667,17.5,2,1.0,0
30,16,50,211,7,9,30,0.879310345,330,0.833333333,0.151515152,9.8,2,1.1,0
20,24,60,134,20,4,19,0.978070175,930,0.166666667,0.33571428600000003,44.9,11,2.95,0
3,7,6,1,0,7,2,1.0,32,0.5,0.666666667,9.0,1,0.3333,0
13,30,63,34,10,20,6,0.8712121209999999,699,0.727272727,0.17857142899999998,51.92307692,10,4.0,0
11,13,28,51,2,13,9,0.9714285709999999,202,0.7142857140000001,0.9,16.72727273,2,0.9091,0
1,1,3,0,1,0,0,2.0,107,0.0,0.0,46.0,0,0.0,0
2,5,6,1,0,5,2,2.0,13,0.0,0.666666667,5.5,1,0.5,0
2,6,6,1,2,4,1,2.0,10,0.0,0.75,4.0,1,0.5,0
3,14,44,1,0,14,2,1.0,286,0.4,0.75,92.66666667,16,5.3333,0
1,3,1,0,2,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
7,14,21,21,3,11,6,1.166666667,141,0.533333333,0.28571428600000004,17.0,4,1.5714,1
3,10,11,3,1,9,1,1.0,66,0.0,0.571428571,20.33333333,3,1.6667,0
16,31,106,68,0,31,4,0.8307692309999999,1337,0.307692308,0.26666666699999997,81.75,39,5.0625,0
3,6,12,3,1,5,2,1.0,38,0.5,0.666666667,11.0,2,0.6667,0
3,7,10,3,0,7,3,2.0,44,0.0,0.583333333,13.66666667,2,1.3333,0
6,12,33,1,0,12,3,0.7333333329999999,366,0.666666667,0.433333333,59.0,6,2.0,0
3,8,14,1,0,8,2,0.75,46,0.5,0.666666667,13.66666667,2,0.6667,0
12,42,47,42,38,4,7,0.972727273,274,0.9,0.318181818,21.0,3,1.25,1
4,12,19,0,0,12,2,0.75,100,0.75,0.5,23.0,1,0.5,0
3,22,52,1,0,22,2,0.75,666,0.5,0.666666667,220.33333330000002,53,17.6667,0
5,17,55,2,0,17,2,0.807692308,514,0.7692307690000001,0.875,99.2,6,2.0,0
2,4,2,1,2,2,2,2.0,2,0.0,0.625,0.0,1,1.0,0
3,8,26,1,0,8,2,0.75,146,0.5,0.75,47.0,1,0.3333,0
6,10,41,13,0,10,5,0.933333333,199,0.333333333,0.7333333329999999,31.66666667,1,0.6667,0
1,9,1,0,6,3,1,2.0,5,0.0,1.0,0.0,1,1.0,0
7,6,10,21,0,6,7,2.0,25,0.0,0.333333333,2.5714285709999998,1,0.8571,0
4,25,54,4,0,25,2,0.916666667,214,0.25,0.666666667,51.5,8,2.5,0
2,9,18,1,0,9,2,2.0,97,0.0,0.666666667,47.5,11,5.5,0
15,14,33,0,0,14,15,0.941558442,276,0.636363636,0.253333333,15.93333333,5,1.2,0
8,17,54,16,2,15,4,0.892857143,286,0.25,0.303571429,34.25,8,2.25,0
1,7,1,0,3,4,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,10,26,2,0,10,2,0.875,175,0.625,0.833333333,40.75,6,2.0,1
3,16,24,3,0,16,3,1.0,100,0.0,0.5555555560000001,31.66666667,2,1.3333,0
4,17,34,2,1,16,3,0.833333333,264,0.75,0.583333333,64.0,6,1.75,0
3,8,14,1,0,8,2,0.75,46,0.5,0.666666667,13.66666667,2,0.6667,0
11,31,95,35,1,30,2,0.8428571429999999,863,0.428571429,0.39090909100000004,76.81818182,11,3.9091,2
4,12,4,6,5,7,4,2.0,4,0.0,0.36111111100000004,0.0,1,1.0,0
3,28,48,1,0,28,2,0.875,236,0.25,0.666666667,76.33333333,11,3.6667,0
13,19,44,48,9,10,4,0.8712121209999999,391,0.545454545,0.166666667,28.23076923,6,1.8462,0
3,7,8,3,3,4,2,2.0,31,0.0,0.5555555560000001,9.333333332999999,2,1.0,0
6,10,15,15,4,6,6,1.1,54,0.5,0.333333333,7.666666667,1,0.8333,0
2,7,7,1,0,7,2,2.0,29,0.0,0.666666667,13.5,3,1.5,0
0,3,0,0,3,0,0,2.0,44,0.0,0.0,0.0,0,0.0,1
4,14,51,0,0,14,2,0.7222222220000001,327,0.666666667,0.5,79.25,11,3.25,0
33,8,34,526,0,8,33,0.96875,95,1.0,0.128787879,1.848484848,1,0.9697,0
7,19,7,21,13,6,7,2.0,7,0.0,0.301587302,0.0,1,1.0,0
9,14,29,34,3,14,9,0.984375,216,0.5,1.0,22.11111111,2,1.0,0
2,10,17,1,1,9,2,2.0,60,0.0,0.666666667,29.0,1,0.5,0
24,33,126,228,1,32,7,0.980072464,1567,0.916666667,0.201581028,63.29166667,16,3.7083,2
5,14,5,10,8,6,5,2.0,5,0.0,0.45,0.0,1,1.0,0
2,9,10,1,0,9,2,1.0,76,0.0,0.666666667,36.0,5,2.5,0
3,9,18,1,0,9,2,0.75,72,0.5,0.666666667,22.33333333,3,1.0,1
1,7,1,0,7,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,7,14,1,0,7,2,0.75,44,0.5,0.666666667,13.0,2,0.6667,0
3,9,24,1,0,9,2,0.75,83,0.5,0.666666667,26.0,4,1.3333,0
15,51,132,85,2,49,11,0.9107142859999999,916,0.25,0.26984127,59.53333333,9,3.4667,0
3,12,23,1,0,12,2,0.833333333,114,0.333333333,0.666666667,36.0,1,0.3333,0
21,72,128,168,28,44,17,0.825,1165,0.166666667,0.121875,54.19047619,17,3.5714,1
3,16,26,1,0,16,2,0.833333333,101,0.333333333,0.75,31.66666667,4,1.3333,0
6,8,20,15,0,8,6,0.8,66,0.0,0.444444444,9.833333332999999,5,1.3333,0
1,2,3,0,2,0,0,2.0,87,0.0,0.0,16.0,0,0.0,0
18,62,45,153,61,1,16,1.044117647,400,0.5,0.176470588,21.0,8,3.1667,0
4,12,31,4,0,12,3,0.666666667,167,0.333333333,0.46666666700000003,40.0,8,2.25,1
3,6,3,3,3,3,3,2.0,3,0.0,0.533333333,0.0,1,1.0,0
5,22,38,4,0,22,2,0.916666667,219,0.166666667,0.5,41.6,6,1.8,0
2,2,3,1,0,2,2,2.0,6,0.0,0.75,2.0,1,0.5,0
3,4,11,3,1,3,2,1.0,52,0.0,0.333333333,15.66666667,2,1.3333,0
3,33,62,1,0,33,2,0.875,278,0.25,0.666666667,90.33333333,11,3.6667,0
1,1,2,0,0,1,1,2.0,21,1.0,1.0,19.0,0,0.0,0
3,2,17,1,0,2,1,1.25,76,0.833333333,0.5,22.33333333,1,0.3333,0
2,7,8,1,0,7,2,2.0,29,0.0,0.666666667,13.5,2,1.0,0
7,19,38,19,0,19,2,0.916666667,275,0.5,0.4,38.0,20,4.5714,0
3,10,20,1,0,10,2,0.75,78,0.5,0.6,24.33333333,6,2.0,0
4,5,4,6,2,3,4,2.0,4,0.0,0.5625,0.0,1,1.0,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,17,27,3,0,17,1,0.5,98,0.0,0.45833333299999995,31.33333333,1,0.6667,0
2,7,13,1,0,7,2,2.0,43,0.0,0.666666667,20.5,3,1.5,0
2,5,2,1,2,3,2,2.0,2,0.0,0.6,0.0,1,1.0,0
37,8,101,286,1,7,33,0.9962962959999999,495,0.9,0.21621621600000002,11.56756757,10,1.4054,4
3,3,3,3,2,1,3,2.0,3,0.0,0.666666667,0.0,1,1.0,0
3,8,14,1,0,8,2,0.75,46,0.5,0.666666667,13.66666667,2,0.6667,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
3,9,5,3,2,7,3,2.0,15,0.0,0.583333333,4.0,1,0.6667,0
7,21,48,0,0,21,5,0.91025641,797,0.538461538,0.28571428600000004,111.0,11,3.4286,0
1,4,1,0,2,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,1,3,1,0,1,1,2.0,7,0.0,1.0,2.5,1,0.5,0
2,5,2,1,2,3,2,2.0,2,0.0,1.0,0.0,1,1.0,0
2,6,6,1,0,6,2,2.0,22,0.0,0.666666667,10.0,2,1.0,0
6,7,9,15,0,7,6,2.0,22,0.0,0.5,2.666666667,1,0.8333,0
1,3,1,0,2,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,7,2,1,1,6,2,2.0,2,0.0,0.642857143,0.0,1,1.0,0
3,3,3,3,2,1,3,2.0,3,0.0,1.0,0.0,1,1.0,0
2,6,5,1,5,1,2,2.0,31,0.0,0.75,14.5,6,3.0,0
7,34,79,19,1,34,1,1.0625,458,0.625,0.30952381,63.28571429,14,4.1429,0
1,5,1,0,2,3,1,2.0,1,0.0,1.0,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,6,0.0,0.0,0.0,0,0.0,0
2,11,21,1,0,11,2,2.0,103,0.0,0.666666667,50.5,6,3.0,0
6,15,29,0,0,15,5,0.84,158,0.4,0.5,24.5,3,1.0,1
12,4,13,36,1,3,12,0.875,86,1.0,0.226190476,5.5,2,1.0,0
7,10,22,21,0,10,2,1.0,112,0.0,0.642857143,14.85714286,1,0.8571,0
65,47,178,1288,0,47,39,0.974813433,7313,0.76119403,0.157738095,110.4769231,34,2.7692,2
2,7,5,1,0,7,2,2.0,12,0.0,0.666666667,5.0,1,0.5,0
3,2,11,3,2,0,2,2.0,89,0.0,0.5,28.66666667,5,3.3333,0
2,3,2,1,2,1,2,2.0,2,0.0,0.666666667,0.0,1,1.0,0
4,10,4,6,2,8,4,2.0,4,0.0,0.43181818200000005,0.0,1,1.0,0
6,2,8,15,0,2,6,2.0,17,0.0,0.666666667,1.8333333330000001,1,0.8333,0
11,4,33,0,3,1,11,0.35,191,1.0,0.409090909,16.18181818,4,1.5455,0
2,3,3,1,1,2,1,2.0,12,0.0,0.75,5.0,2,1.0,0
5,3,9,10,1,2,5,1.25,28,0.0,0.65,4.4,1,0.2,0
3,12,22,1,0,12,2,0.833333333,109,0.333333333,0.666666667,34.33333333,6,2.0,0
9,4,16,16,2,2,2,0.375,157,1.0,0.666666667,16.33333333,6,2.2222,0
2,14,26,1,0,14,2,2.0,200,0.0,0.625,99.0,4,2.0,0
4,8,33,4,2,6,2,0.9523809520000001,190,0.857142857,0.5,44.75,7,2.5,0
7,14,7,21,10,4,7,2.0,7,0.0,0.39285714299999996,0.0,1,1.0,0
5,7,9,10,5,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
4,33,72,4,0,33,4,0.7222222220000001,534,0.166666667,0.5625,131.0,14,6.75,0
1,4,1,0,2,2,1,2.0,1,0.0,1.0,0.0,1,1.0,2
1,4,1,0,3,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,15,20,3,0,15,1,0.5,73,0.0,0.533333333,23.0,1,0.6667,0
19,66,147,17,6,60,14,0.8567251459999999,2662,0.684210526,0.222222222,138.1052632,6,1.4211,0
6,2,13,1,1,1,5,0.75,57,0.75,0.7,7.833333333,1,0.6667,0
12,16,49,28,0,16,4,0.809090909,504,0.8,0.318181818,40.16666667,6,2.0833,0
2,6,7,1,0,6,2,2.0,17,0.0,0.666666667,7.5,1,0.5,0
6,19,12,15,16,3,6,1.2,50,1.0,0.444444444,7.166666667,1,0.3333,0
1,5,1,0,1,4,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,4,2,1,1,3,2,2.0,2,0.0,1.0,0.0,1,1.0,0
4,15,18,6,0,15,2,1.0,70,0.0,0.5,16.25,1,0.75,0
10,30,73,25,3,27,4,0.7777777779999999,358,0.75,0.166666667,34.0,2,1.1,0
6,2,13,1,1,1,5,0.75,57,0.75,0.7,7.833333333,1,0.6667,0
0,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
3,5,3,3,3,2,3,2.0,3,0.0,0.5,0.0,1,1.0,0
3,22,53,1,0,22,2,1.0,668,0.666666667,0.666666667,220.66666669999998,58,19.3333,0
34,12,68,273,5,8,32,0.8787878790000001,489,0.818181818,0.177489177,13.05882353,4,1.3529,0
3,18,5,3,16,2,3,1.5,15,1.0,0.666666667,3.666666667,1,0.3333,0
7,9,45,13,0,9,2,0.9375,305,0.625,0.833333333,41.42857143,5,1.2857,0
8,4,27,26,1,3,6,1.0,209,0.875,0.5,24.125,10,2.0,0
6,21,32,13,5,16,4,0.6,193,0.0,0.333333333,31.0,8,3.3333,0
6,9,30,0,3,6,3,0.64,222,0.6,0.333333333,35.16666667,5,2.1667,0
3,10,15,1,4,6,1,0.833333333,68,0.333333333,0.5,20.66666667,4,1.3333,0
20,69,159,38,0,69,6,0.892857143,2110,0.39285714299999996,0.203007519,103.1,30,5.65,3
4,6,15,6,0,6,4,2.0,284,0.0,0.666666667,70.0,1,0.75,0
6,12,16,15,6,6,6,0.8,54,0.0,0.444444444,7.833333333,3,1.0,0
2,20,27,1,3,17,2,1.0,190,0.0,0.75,93.0,14,7.0,0
9,23,50,24,0,23,6,0.8125,328,0.25,0.40625,35.0,6,2.4444,0
3,18,26,3,0,18,1,0.5,105,0.0,0.47619047600000003,33.66666667,1,0.6667,0
2,8,2,1,2,6,2,2.0,2,0.0,0.8,0.0,1,1.0,0
3,8,15,1,0,8,2,0.75,50,0.5,0.666666667,15.0,3,1.0,0
2,11,18,1,0,11,2,1.0,65,0.0,0.666666667,31.0,4,2.0,0
9,14,28,34,3,14,9,0.984375,210,0.5,1.0,21.44444444,2,1.0,0
3,2,5,3,0,2,2,2.0,14,0.0,0.833333333,3.666666667,1,0.6667,0
6,12,34,5,1,11,3,0.68,258,0.4,0.55,41.16666667,6,2.6667,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,6,10,3,1,6,2,1.0,30,0.5,0.666666667,8.333333332999999,1,0.3333,0
3,6,4,3,0,6,3,2.0,10,0.0,0.47619047600000003,2.333333333,1,0.6667,0
3,4,11,3,1,3,2,1.0,52,0.0,0.333333333,15.66666667,2,1.3333,0
9,18,23,34,6,14,9,1.0,127,0.666666667,1.0,12.44444444,2,1.0,0
